title,ontology/title,deathPlace,birthPlace,num_spouses,ontology/birthYear,ontology/deathYear
Emilie_of_Saxony,Margravine of Brandenburg-Ansbach,Ansbach,Freiberg,1,1516,1591
Emina_Ilhamy,,Bebek Istanbul,Istanbul,1,1858,1931
Emine_Gülbahar_Hatun,"['Valide-i macide', ""Meliketü'l-Melikât"", ""Tâcü'l-mükerremât"", ""Fahrü'l-muazzamat"", ""Fatihetü'l-maeyâmin ve'l hayrat""]",Constantinople,,1,1432,1492
Emine_Nazikedâ_Kadınefendi,,Egypt,Tsebelda,1,1866,1941
Emma_of_Italy,,Kingdom of Burgundy,Kingdom of Italy (Holy Roman Empire),2,948,988
"Emmanuel_Maurice,_Duke_of_Elbeuf",Duke of Elbeuf,France,France,,1677,1763
"Emmanuel_Philibert,_Prince_of_Carignano",Prince of Carignano,Turin,France,1,1628,1709
Emmanuel_Théodose_de_La_Tour_d'Auvergne_(1668–1730),Duke of Bouillon,,,3,1668,1730
Emperor_Fei_of_Northern_Qi,,,,,545,561
Emperor_Jing_of_Liang,,,,,544,558
Emperor_Jing_of_Northern_Zhou,,,,,573,581
Emperor_Muzong_of_Tang,,,,,795,824
Emperor_Taizong_of_Jin,,,,,1075,1135
Emperor_Wenxuan_of_Northern_Qi,,,,,526,559
Emperor_Xiaojing_of_Eastern_Wei,,,,1,524,552
Emperor_Xiaomin_of_Northern_Zhou,,,,,542,557
Emperor_Xiaowu_of_Northern_Wei,,,,1,510,535
Emperor_Xizong_of_Jin,,,,,1119,1150
Emperor_Xuan_of_Northern_Zhou,,,,1,559,580
Emperor_Yuan_of_Liang,,,,,508,555
Emperor_Zhenzong,,,,3,968,1022
Empress_Dowager_Du,Empress DowagerZhaoxian ofSong,Henan,Hebei,1,902,961
Empress_Fu_the_Elder,the Xuanyi Empress of(Later) Zhou,Henan,,1,931,956
Empress_Li_(Taizong),,Henan,Shanxi,1,960,1004
Empress_Li_Fengniang,,,,1,1144,1200
Empress_Liu_(Zhenzong),,Henan,Jia Prefecture,,969,1033
Empress_Meng,,,,1,1073,1131
Empress_Shulü_Ping,,,,1,879,953
Empress_Song_(Song_dynasty),,Henan,Henan,1,952,995
Empress_Wang_(Taizu),Empress Xiaoming ofSong,Henan,Shaanxi,1,942,963
Empress_Wanrong,,Jilin,Beijing,1,1906,1946
Empress_Wu_(Song_dynasty),,,,1,1115,1197
Empress_Xiao_(Sui_dynasty),,Chang'an,Jiangling County,1,566,648
Empress_Xiao_Yanyan,Empress Dowager Chengtian of Liao,,,1,953,1009
Empress_Xiaodexian,,,,1,1831,1850
Empress_Xiaoherui,,,,1,1776,1850
Empress_Xiaohuizhang,,,,1,1641,1718
Empress_Xiaojingcheng,,Old Summer Palace,Tongliao,1,1812,1855
Empress_Xiaojingxian,,,,1,1681,1731
Empress_Xiaokangzhang,Empress of theQing Dynasty,Beijing,,1,1640,1663
Empress_Xiaoshurui,,,,1,1760,1797
Empress_Xiaoyichun,,,Jiangsu,1,1727,1775
Empress_Xiaoyiren,,,,1,1609,1689
Empress_Xiaozhaoren,,,,1,1653,1678
Empress_Zhang_(Hongzhi),,,,1,1471,1541
Enrichetta_d'Este,,Fidenza,Ducal Palace of Modena,2,1702,1777
Early_life_of_Pedro_II_of_Brazil,,France,Paço de São Cristóvão,1,1825,1891
Ebrahim_Khan,,Tehran,Iran,,1770,1824
"Ercole,_Lord_of_Monaco",Lord of Monaco,Monaco,Monaco,1,1562,1604
"Ercole,_Marquis_of_Baux",Marquis of Baux,Monte Carlo,Kingdom of France,,1623,1651
"Ercole_III_d'Este,_Duke_of_Modena",Duke of Modena,Treviso,Ducal Palace of Modena,1,1727,1803
Erdmuthe_of_Brandenburg,,Słupsk,Berlin,1,1561,1623
Ereyanga,,,,,1098,1102
Eric_Christoffersen_of_Denmark,,Kiel,,1,1305,1332
"Eric_I,_Duke_of_Saxe-Lauenburg","['(officially:)', 'Duke of Saxony Angria and Westphalia']",Nienburg Lower Saxony,,,1280,1360
"Eric_II,_Duke_of_Saxe-Lauenburg","['(officially:)', 'Duke of Saxony Angria and Westphalia']",,,1,1318,1368
"Eric_IV,_Duke_of_Saxe-Lauenburg",,,,,1354,1411
Erik_Ohlson,,,,,1873,1934
Ermesinda_of_Bigorre,,,,1,1015,1049
"Ernest,_Count_of_Lippe-Biesterfeld",Count of Lippe-Biesterfeld,Principality of Lippe,Oberkassel Bonn,1,1842,1904
"Ernest_Augustus_I,_Duke_of_Saxe-Weimar-Eisenach",Duke of Saxe-Weimar and Eisenach,Eisenach,Weimar,2,1688,1748
Ernest_Craig,,,,,1859,1933
"Ernest_Frederick,_Duke_of_Saxe-Coburg-Saalfeld",,Saxe-Coburg-Saalfeld,Saxe-Coburg-Saalfeld,1,1724,1800
"Ernest_Frederick_I,_Duke_of_Saxe-Hildburghausen",,Hildburghausen,Gotha,1,1681,1724
"Ernest_Frederick_III,_Duke_of_Saxe-Hildburghausen",Duke of Saxe-Hildburghausen,Straufhain,Königsberg,3,1727,1780
"Ernest_I,_Duke_of_Saxe-Gotha",,Friedenstein Castle,Saxe-Weimar,1,1601,1675
"Ernest_II,_Duke_of_Saxe-Gotha-Altenburg",Duke of Saxe-Gotha-Altenburg,Gotha,Gotha,1,1745,1804
"Ernest_Leopold,_Landgrave_of_Hesse-Rotenburg",Landgrave of Hesse-Rotenburg,Schloss_Rotenburg,Bad Schwalbach,1,1684,1749
Ernest_Musgrave_Harvey,,,,,1867,1955
"Ernst,_Prince_of_Saxe-Meiningen",Prince of Saxe-Meiningen,Altenstein Palace,Meiningen,1,1859,1941
"Ernst_Casimir_II,_2nd_Prince_of_Ysenburg_and_Büdingen",Prince of Ysenburg and Büdingen,Büdingen,Büdingen,,1806,1861
"Ernst_Frederick_II,_Duke_of_Saxe-Hildburghausen",Duke of Saxe-Hildburghausen,Hildburghausen,Hildburghausen,1,1707,1745
"Ernst_Gunther,_Duke_of_Schleswig-Holstein",Duke of Schleswig-Holstein,Przemków,Dłużek Lubusz Voivodeship,1,1863,1921
"Ernst_I,_Duke_of_Saxe-Altenburg",Duke of Saxe-Altenburg,Altenburg,Hildburghausen,1,1826,1908
"Ernst_I,_Prince_of_Hohenlohe-Langenburg",Prince of Hohenlohe-Langenburg,Grand Duchy of Baden,Hohenlohe-Langenburg,1,1794,1860
"Ernst_II,_Duke_of_Saxe-Altenburg",Duke of Saxe-Altenburg,Trockenborn-Wolfersdorf,Duchy of Saxe-Altenburg,2,1871,1955
"Ernst_II,_Prince_of_Hohenlohe-Langenburg",Prince of Hohenlohe-Langenburg,Langenburg,Langenburg,1,1863,1950
"Ernst_Leopold,_4th_Prince_of_Leiningen",Prince of Leiningen,Kingdom of Bavaria,Kingdom of Bavaria,1,1830,1904
Ernst_Leopold_Prinz_von_Sachsen-Coburg_und_Gotha,Ernst Leopold Prinz von Sachsen-Coburg und Gotha,Bad Wiessee,Hirschberg Thuringia,,1935,1996
"Ernst_Ludwig_I,_Duke_of_Saxe-Meiningen",Duke of Saxe-Meiningen,Meiningen,Gotha,1,1672,1724
"Ernst_Ludwig_II,_Duke_of_Saxe-Meiningen",Duke of Saxe-Meiningen,Meiningen,Coburg,,1709,1729
Erzsébet_Szilágyi,Queen Mother of Hungary,,,1,1410,1483
Esma_Sultan_(daughter_of_Abdul_Hamid_I),,Istanbul,Istanbul,1,1778,1848
Esma_Sultan_(daughter_of_Abdülaziz),,Istanbul,Istanbul,1,1873,1899
Esma_Sultan_(daughter_of_Ahmed_III),,Istanbul,Istanbul,,1726,1788
Estelle_Bernadotte,Countess Bernadotte of Wisborg,Sweden,Pleasantville New York,1,1904,1984
"Eugen_Alexander_Franz,_1st_Prince_of_Thurn_and_Taxis",Prince of Thurn and Taxis,Free City of Frankfurt,Southern Netherlands,,1652,1714
"Eugen_Maximilianovich,_Duke_of_Leuchtenberg",Duke of Leuchtenberg,Saint Petersburg,Saint Petersburg,,1847,1901
"Eugene_Maurice,_Count_of_Soissons",,Westphalia,Chambéry,1,1635,1673
"Eugenio,_Count_of_Villafranca",Count of Villafranca,Domart-en-Ponthieu,Turin,,1753,1785
"Eugène,_11th_Prince_of_Ligne",Prince of Ligne,Belœil,Breuilpont,,1893,1960
Eugénie_de_Beauharnais,Princess of Hohenzollern-Hechingen,Freudenstadt,Milan,1,1808,1847
Euphemia_of_Pomerania,Queen consort of Denmark,,,1,1285,1330
Euphemia_of_Rügen,Queen Consort of Norway,,,1,1270,1312
Eustace_De_Monte_Alto,,,Brittany,,1027,1112
Ewa_Józefina_Julia_Potocka,Princess Franz de Paula of Liechtenstein,Vienna,,1,1818,1895
Eze_Ukwu,Obi of Otolo,Nnewi,Nnewi,,1799,1862
"Francesco_Maria_de'_Medici,_Duke_of_Rovere_and_Montefeltro",,Bagno a Ripoli,Palazzo Pitti,1,1660,1711
Francesco_de'_Medici_(1614–1634),,Regensburg,Palazzo Pitti,,1614,1634
"Francine,_Princess_of_Montenegro",Princess of Montenegro,France,Morocco,1,1950,2008
"Francis,_Duke_of_Saxe-Coburg-Saalfeld",,Saxe-Coburg-Saalfeld,Saxe-Coburg-Saalfeld,2,1750,1806
Francis_Barrington,,,,,1570,1628
"Francis_Blackwood,_10th_Baron_Dufferin_and_Claneboye",,,,,1916,1991
Francis_Champneys,,,Whitechapel,,1848,1930
"Francis_Erdmann,_Duke_of_Saxe-Lauenburg",,Schwarzenbek,Toužim,,1629,1666
Francis_Freeling,,,,,1764,1836
Francis_Heathcote,,,,,1868,1961
"Francis_I,_Duke_of_Saxe-Lauenburg",,Buxtehude,,1,1510,1581
"Francis_II,_Duke_of_Saxe-Lauenburg",,Lauenburg (Elbe),Ratzeburg,2,1547,1619
Francis_I_Rákóczi,Elected Prince of Transylvania,Zborov Bardejov District,Principality of Transylvania (1570–1711),1,1645,1676
Francis_Rhédey,Prince of Transylvania,Khust,Principality of Transylvania (1570–1711),,1610,1667
Francis_of_Denmark,,,,,1497,1511
"Francisco_António,_Prince_of_Beira",Prince of BeiraDuke of Barcelos(more...),Queluz National Palace,Queluz National Palace,,1795,1801
Francisco_de_Borbón_y_Borbón,,Madrid,Santander Spain,,1912,1995
"Francisco_de_Moura,_3rd_Marquis_of_Castelo_Rodrigo",Marquis of Castelo Rodrigo,,,,1610,1675
Francisco_de_Paula_de_Borbón_y_Castellví,,Madrid,France,,1853,1942
Franciszka_Corvin-Krasińska,,Dresden,Maleszowa,1,1742,1796
Frank_Sanderson,,,,,1880,1965
"Franz_Ulrich,_11th_Prince_Kinsky_of_Wchinitz_and_Tettau",Prince Kinsky of Wchinitz and Tettau,Argentina,Austrofascism,,1936,2009
"François,_Prince_of_Soubise",Prince of Soubise,France,,1,1630,1712
"François_Marie,_Prince_of_Lillebonne",Prince of Lillebonne,France,France,,1624,1694
"François_d'Orléans,_Prince_of_Joinville",Prince of Joinville,Paris,Château de Neuilly,1,1818,1900
"François_de_Vendôme,_Duc_de_Beaufort",Duc de Beaufort,Chambéry,Château de Coucy,,1616,1669
Françoise_Madeleine_d'Orléans,,Royal Palace of Turin,Château de Saint-Germain-en-Laye,1,1648,1664
Françoise_Marie_de_Bourbon,"['Duchess of Orléans', 'Légitimée de France']",Palais-Royal,Château de Maintenon,1,1677,1749
Françoise_d'Orléans-Longueville,Princess of Condé,Paris,Châteaudun,1,1549,1601
"Françoise_de_Lorraine,_Duchess_of_Vendôme",Duchess of Vendôme,,,1,1592,1669
Frederica_Henriette_of_Anhalt-Bernburg,Princess of Anhalt-Köthen,Köthen (Anhalt),Bernburg,1,1702,1723
"Frederick,_Duke_of_Saxe-Altenburg","['Duke of Saxe-Altenburg', 'prev. Duke of Saxe-Hildburghausen']",Jagdhaus_Hummelshain,Hildburghausen,1,1763,1834
"Frederick,_Duke_of_Saxe-Weissenfels-Dahme",,Dahme Brandenburg,Halle (Saale),1,1673,1715
"Frederick,_Prince_of_Anhalt-Bernburg-Schaumburg-Hoym",Prince of Anhalt-Bernburg-Schaumburg-Hoym,Homburg Saarland,Schaumburg Castle Rhineland-Palatinate,,1741,1812
"Frederick_Augustus,_Duke_of_Nassau",,Biebrich Palace,Nassau-Usingen,1,1738,1816
"Frederick_Augustus_II,_Grand_Duke_of_Oldenburg",,Rastede,Oldenburg (Oldenburg),2,1852,1931
Frederick_Augustus_Rutowsky,Count Rutkowsky,Pillnitz,Dresden,1,1702,1764
Frederick_Casimir_Kettler,Duke of Courland and Semigallia,Jelgava,Jelgava,2,1650,1698
Frederick_Evelyn,,,,,1734,1812
"Frederick_Francis_II,_Grand_Duke_of_Mecklenburg-Schwerin",Grand Duke of Mecklenburg-Schwerin,Schwerin,Ludwigslust,3,1823,1883
"Frederick_Francis_III,_Grand_Duke_of_Mecklenburg-Schwerin",Grand Duke of Mecklenburg-Schwerin,Cannes,Ludwigslust,1,1851,1897
"Frederick_Francis_IV,_Grand_Duke_of_Mecklenburg-Schwerin",Grand Duke ofMecklenburg-Schwerin,Allied-occupied Germany,Kingdom of Italy,1,1882,1945
"Frederick_Henry,_Duke_of_Saxe-Zeitz-Pegau-Neustadt",Duke of Saxe-Zeitz-Pegau-Neustadt,Neustadt an der Orla,Moritzburg Saxony,2,1668,1713
"Frederick_I,_Duke_of_Anhalt",Duke of Anhalt,Ballenstedt,Dessau,1,1831,1904
"Frederick_II,_Duke_of_Mecklenburg-Schwerin",Duke of Mecklenburg-Schwerin,Duchy of Mecklenburg-Schwerin,Duchy of Mecklenburg-Schwerin,1,1717,1785
"Frederick_II,_Elector_Palatine",,Alzey,Neustadt an der Weinstraße,1,1482,1556
"Frederick_III,_Duke_of_Saxe-Gotha-Altenburg",Duke of Saxe-Gotha-Altenburg,Gotha,Gotha,1,1699,1772
"Frederick_IV,_Duke_of_Saxe-Gotha-Altenburg",Duke of Saxe-Gotha-Altenburg,Gotha,Gotha,,1774,1825
"Frederick_Louis,_Hereditary_Grand_Duke_of_Mecklenburg-Schwerin",Hereditary Grand Duke of Mecklenburg-Schwerin,Grand Duchy of Mecklenburg-Schwerin,Duchy of Mecklenburg-Schwerin,2,1778,1819
"Frederick_Michael,_Count_Palatine_of_Zweibrücken",Count Palatine of Zweibrücken,Schwetzingen,Ribeauvillé,1,1724,1767
Frederick_Milner,,,,,1849,1931
Frederick_Orr-Lewis,,,,,1860,1921
"Frederick_VI,_Landgrave_of_Hesse-Homburg",,Bad Homburg vor der Höhe,Bad Homburg vor der Höhe,1,1769,1829
"Frederick_William,_Duke_of_Courland",Duke of Courland and Semigallia,Kippinghof,Jelgava,1,1692,1711
"Frederick_William,_Duke_of_Mecklenburg-Schwerin",,Mainz,Grabow,1,1675,1713
"Frederick_William,_Elector_of_Hesse",,Prague,Hanau,,1802,1875
"Frederick_William,_Grand_Duke_of_Mecklenburg-Strelitz",,Neustrelitz,Neustrelitz,1,1819,1904
Frederick_of_Denmark_(bishop),,,,,1532,1556
Fredericka_Elisabeth_of_Saxe-Eisenach,,Bad Langensalza,Altenkirchen,1,1669,1730
"Friedrich,_Duke_of_Schleswig-Holstein-Sonderburg-Glücksburg",Duke of Schleswig-Holstein-Sonderburg-Glücksburg,Stiftung Louisenlund,Schleswig Schleswig-Holstein,1,1814,1885
"Friedrich,_Hereditary_Prince_of_Anhalt",Hereditary Prince of Anhalt,Munich,Ballenstedt,,1938,1963
"Friedrich,_Prince_of_Waldeck_and_Pyrmont",Prince of Waldeck and Pyrmont,Bad Arolsen,Bad Arolsen,1,1865,1946
"Friedrich_Anton_Ulrich,_Prince_of_Waldeck_and_Pyrmont",Prince of Waldeck and Pyrmont,Bad Arolsen,Waldeck Hesse,1,1676,1728
"Friedrich_Christian,_Margrave_of_Meissen",Margrave of Meissen,Samedan,Dresden,1,1893,1968
"Friedrich_Ferdinand,_Duke_of_Schleswig-Holstein",Duke of Schleswig-Holstein,Stiftung Louisenlund,Duchy of Holstein,1,1855,1934
"Friedrich_Franz,_Hereditary_Grand_Duke_of_Mecklenburg-Schwerin",Hereditary Grand Duke of Mecklenburg-Schwerin,Hamburg,Grand Duchy of Mecklenburg-Schwerin,1,1910,2001
Friedrich_Franz_von_Hohenlohe-Waldenburg-Schillingsfürst,Friedrich Franz von Hohenlohe-Waldenburg-Schillingsfürst,Curitiba,Budapest,1,1879,1958
"Friedrich_Günther,_Prince_of_Schwarzburg",Prince of Schwarzburg,West Germany,Großharthau,1,1901,1971
"Friedrich_Günther,_Prince_of_Schwarzburg-Rudolstadt",Prince of Schwarzburg-Rudolstadt,Rudolstadt,Rudolstadt,1,1793,1867
"Friedrich_Hermann_Otto,_Prince_of_Hohenzollern-Hechingen",Prince of Hohenzollern-Hechingen,Schloss_Lindich,Namur,1,1776,1838
"Friedrich_II,_Duke_of_Anhalt",Duke of Anhalt,Ballenstedt,Dessau,1,1856,1918
"Friedrich_Karl_August,_Prince_of_Waldeck_and_Pyrmont",Prince of Waldeck and Pyrmont,Bad Arolsen,Palatine Zweibrücken,,1743,1812
"Friedrich_Wilhelm,_Duke_of_Saxe-Meiningen",Duke of Saxe-Meiningen,Meiningen,Ichtershausen,,1679,1746
"Friedrich_Wilhelm,_Prince_of_Hohenzollern",Prince of Hohenzollern,,Umkirch,1,1924,2010
"Friedrich_Wilhelm,_Prince_of_Wied",Prince of Wied,Canada,Weimar Republic,2,1931,2000
"Friedrich_Wilhelm_I,_Duke_of_Saxe-Weimar",,Weimar,Weimar,2,1562,1602
"Friedrich_Wilhelm_II,_Duke_of_Saxe-Altenburg",,Altenburg,Weimar,2,1603,1669
"Friedrich_Wilhelm_III,_Duke_of_Saxe-Altenburg",,Altenburg,Altenburg,,1657,1672
Frédéric_Maurice_Casimir_de_La_Tour_d'Auvergne,Prince of Turenne,,,1,1702,1723
Fujiwara_no_Genshi,,,,1,1016,1039
Fujiwara_no_Kenshi_(Sanjō),,,,1,994,1027
Fulco_Ruffo_di_Calabria,6th Duke of Guardia Lombarda,Massa,Kingdom of Italy,,1884,1946
Fuquan_(prince),"['Prince Yu of the First Rank', '(裕親王)']",,,,1653,1703
Fahad_bin_Saud_bin_Abdulaziz_Al_Saud,"['Saudi Prince', 'Former Minister of Defense', 'Son ofKing Saud']",Al Adl cemetery,Riyadh,,1923,2006
Fahd_bin_Salman_bin_Abdulaziz_Al_Saud,,Riyadh,Riyadh,,1954,2001
Faisal_II_of_Iraq,,Iraq,Iraq,,1935,1958
Faisal_bin_Turki_I_bin_Abdulaziz_Al_Saud,Saudi Prince,Saudi Arabia,Saudi Arabia,,1918,1968
Fanny_Kekelaokalani,,Hānaiakamālama,Kawaihae Hawaii,1,1806,1880
Farida_of_Egypt,,Egypt,Sultanate of Egypt,1,1921,1988
Fatafehi_Tuʻipelehake,Prince of Tonga,Tonga,Royal Palace Tonga,1,1922,1999
Fateh_Singh_of_Udaipur_and_Mewar,Ruler ofUdaipur State,,,,1849,1930
Fathia_Ghali,,United States,Koubbeh Palace,1,1930,1976
Fatimah_el-Sharif,Queen consort of Libya,Egypt,Italian Libya,1,1911,2009
Fatma_Neslişah,,Turkey,Istanbul,1,1921,2012
Fatma_Pesend_Hanımefendi,,Turkey,Istanbul,1,1876,1924
Fatma_Sultan_(daughter_of_Abdülmecid_I),,Constantinople,Constantinople,,1840,1884
Faustin_E._Wirkus,King of La Gonâve,New York,United States,,1896,1945
Fawwaz_bin_Abdulaziz_Al_Saud,,Paris,Ta'if,,1934,2008
"Federico_Ubaldo_della_Rovere,_Duke_of_Urbino",,Duchy of Urbino,Duchy of Urbino,1,1605,1623
Fehime_Sultan,,France,Istanbul,,1875,1929
Fenenna_of_Kuyavia,,,,,1276,1295
"Ferdinand,_5th_Prince_Kinsky_of_Wchinitz_and_Tettau",Prince Kinsky of Wchinitz and Tettau,Veltrusy,Habsburg Monarchy,,1781,1812
"Ferdinand,_Prince_of_Asturias",Prince of Asturias; (Archduke of Austria;Infante of Spain),Madrid,Madrid,,1571,1578
Ferdinand_II_of_Aragon,,Madrigalejo,Sada_Palace,2,1452,1516
"Ferdinando_Carlo_Gonzaga,_Duke_of_Mantua_and_Montferrat",,,,2,1652,1708
Fereydoun_Mirza_Qajar,,Switzerland,Golestan Palace,1,1922,1975
"Fernando_I,_Duke_of_Braganza",,Vila Viçosa,Kingdom of Portugal,,1403,1478
Filizten_Hanımefendi,,Turkey,Russian Empire,1,1865,1945
"Francesco_Farnese,_Duke_of_Parma",,Parma,Duchy of Parma,1,1678,1727
"Francesco_III_d'Este,_Duke_of_Modena",,Palazzo Estense,Ducal Palace of Modena,1,1698,1780
"Francesco_I_d'Este,_Duke_of_Modena",Duke of Modena and Reggio,Santhià,Modena,3,1610,1658
"Francesco_Maria_II_della_Rovere,_Duke_of_Urbino",,Urbania,Duchy of Urbino,2,1549,1631
Garzia_de'_Medici,,,Italy,,1547,1562
"Gaston,_Count_of_Marsan",Count of Marsan,France,France,1,1721,1743
"Geoffrey,_Count_of_Nantes",Count of Nantes,Nantes,Argentan,,1134,1158
"Georg,_Crown_Prince_of_Saxony",Crown Prince of Saxony,Groß Glienicker See,Dresden,,1893,1943
"Georg,_Duke_of_Saxe-Altenburg",Duke of Saxe-Altenburg,Hummelshain,Hildburghausen,1,1796,1853
"Georg_Alexander,_Duke_of_Mecklenburg",Duke of Mecklenburg,Mirow,Nice,1,1921,1996
"Georg_I,_Duke_of_Saxe-Meiningen",Duke of Saxe-Meiningen,Meiningen,Meiningen,1,1761,1803
"Georg_II,_Duke_of_Saxe-Meiningen",Duke of Saxe-Meiningen,Bad Wildungen,Meiningen,3,1826,1914
"Georg_Moritz,_Hereditary_Prince_of_Saxe-Altenburg",Hereditary Prince of Saxe-Altenburg,Rendsburg,Kingdom of Prussia,,1900,1991
"George,_Duke_of_Mecklenburg",Duke of Mecklenburg,Sigmaringen,Oranienbaum Russia,2,1899,1963
"George,_Grand_Duke_of_Mecklenburg-Strelitz",,Neustrelitz,Hanover,1,1779,1860
"George_Albert,_Prince_of_Schwarzburg-Rudolstadt",Prince of Schwarzburg-Rudolstadt,Rudolstadt,Rudolstadt,,1838,1890
George_Bagration_of_Mukhrani,,Madrid,Georgia (country),,1884,1957
George_Bracewell_Smith,2nd Baronet Keighley,,,,1912,1976
George_Clark_Williams,,,,,1878,1958
George_Holcroft,,,,,1856,1951
"George_I,_Landgrave_of_Hesse-Darmstadt",Landgrave of Hesse-Darmstadt,Darmstadt,Kassel,1,1547,1596
"George_I,_Prince_of_Waldeck_and_Pyrmont",Prince of Waldeck and Pyrmont,Rhoden,Bad Arolsen,1,1747,1813
"George_II,_Landgrave_of_Hesse-Darmstadt",Landgrave of Hesse-Darmstadt,Darmstadt,Darmstadt,1,1605,1661
"George_II,_Prince_of_Waldeck_and_Pyrmont",Prince of Waldeck and Pyrmont,Bad Arolsen,Baden,1,1789,1845
"George_Louis,_Prince_of_Erbach-Schönberg",Prince of Erbach-Schönberg,Bensheim,Grand Duchy of Hesse,,1903,1971
"George_Maximilianovich,_6th_Duke_of_Leuchtenberg",Duke of Leuchtenberg,France,Saint Petersburg,2,1852,1912
George_Sleight,,,,,1853,1921
George_Stucley,,,,,1812,1900
George_Tapps-Gervis,,,,,1795,1842
George_Tapps-Gervis-Meyrick,,,,,1827,1896
"George_Victor,_Prince_of_Waldeck_and_Pyrmont",Prince of Waldeck and Pyrmont,Kingdom of Bohemia,Bad Arolsen,2,1831,1893
"George_William,_Prince_of_Schaumburg-Lippe",,,,1,1784,1860
George_XII_of_Georgia,,Tbilisi,Telavi,2,1746,1800
Gerolama_Orsini,,Palazzo Farnese Piacenza,Papal States,1,1504,1590
"Gertrude_of_Flanders,_Duchess_of_Lorraine",,,,2,1070,1117
Gertrude_of_Sulzbach,,Rhenish Franconia,Sulzbach-Rosenberg,1,1114,1146
Gevheri_Kadınefendi,,Ortaköy,Caucasus,1,1856,1884
Ghazi-ud-Din_Haidar_Shah,"['Nawab Wazir al-Mamalik of Awadh', 'Padshah-e Awadh Shah-e Zaman']",,,,1769,1827
Ghazi_Muhammad,,Gimry,Gimry,,1795,1832
Ghiyath_ad-Din_Mas'ud,,Hamadan,,,1108,1152
Ghulam_Muhammad_Ali_Khan,Nawab of Arcot,,,,1882,1952
Gian_Carlo_de'_Medici,,,Palazzo Pitti,,1611,1663
Gideon_Kailipalaki_Laanui,,Oahu,Waialua Hawaii,,1840,1871
Gideon_Peleioholani_Laanui,,Waialua Hawaii,Waimea Hawaii County Hawaii,1,1797,1849
Gaius_Julius_Verus_Maximus,Caesarof theRoman Empire,Aquileia,,,217,238
Galla_(wife_of_Theodosius_I),,,,1,370,394
Gao_Baorong,3rd king ofJingnan,,,,920,960
Gao_Baoxu,4th king ofJingnan,,,,924,962
Gao_Cheng,,,,1,521,549
Gao_Huan,,,,1,496,547
Gao_Wei,,,,,557,577
"Garsenda,_Countess_of_Forcalquier","['Countess of Provence', 'Countess of Forcalquier']",,,1,1180,1242
Giovanni_de'_Medici_(cardinal),Cardinal of the Holy Roman Church,Livorno,Italy,,1544,1562
Gisela_Agnes_of_Anhalt-Köthen,Princess consort of Anhalt-Dessau,Dessau,Köthen (Anhalt),1,1722,1751
Gisela_of_Swabia,,Imperial Palace of Goslar,,3,989,1043
Gleb_Svyatoslavich,,Veliky Novgorod,,,1052,1078
"Godefroy_Maurice_de_La_Tour_d'Auvergne,_Duke_of_Bouillon",Duke of Bouillon,Hôtel de Chimay,,1,1636,1721
Godefroy_de_La_Tour_d'Auvergne,Duke of Bouillon,Château de Navarre,Paris,1,1728,1792
Gomani_II,,,Chipiri,,1921,1954
"Gottfried,_Prince_of_Hohenlohe-Langenburg",Prince of Hohenlohe-Langenburg,Langenburg,Langenburg,1,1897,1960
Grace_Kamaikui,,Oahu,Kawaihae Hawaii,2,1808,1866
Grand_Duchess_Alexandra_Pavlovna_of_Russia,Archduchess Alexandra of Austria,Austrian Empire,Tsarskoye Selo,1,1783,1801
Grand_Duchess_Anastasia_Mikhailovna_of_Russia,,Èze,Peterhof Palace,1,1860,1922
Grand_Duchess_Catherine_Mikhailovna_of_Russia,Duchess George Augustus of Mecklenburg-Strelitz,Saint Petersburg,Saint Petersburg,1,1827,1894
Grand_Duchess_Elizabeth_Mikhailovna_of_Russia,,Duchy of Nassau,Russian Empire,1,1826,1845
Grand_Duchess_Elizabeth_Nicholaevna_of_Russia,Grand Duchess of Russia,,,,1826,1829
Grand_Duchess_Kira_Kirillovna_of_Russia,Princess of Prussia,Saint-Briac-sur-Mer,Paris,1,1909,1967
Grand_Duchess_Maria_Kirillovna_of_Russia,Princess of Leiningen,Madrid,Coburg,1,1907,1951
Grand_Duchess_Maria_Nikolaevna_of_Russia_(1819–1876),Duchess of Leuchtenberg,Saint Petersburg,Krasnoye Selo,1,1819,1876
Grand_Duchess_Maria_Pavlovna_of_Russia_(1890–1958),"['Duchess of Södermanland', 'Princess Sergei Mikhailovich Putyatin']",Mainau,Saint Petersburg,1,1890,1958
Grand_Duchess_Natalia_Petrovna_of_Russia_(1718–1725),,Saint Petersburg,Saint Petersburg,,1718,1725
Grand_Duchess_Olga_Nikolaevna_of_Russia,,Ipatiev House,Tsarskoye Selo,,1895,1918
Grand_Duchess_Olga_Pavlovna_of_Russia,,Saint Petersburg,Saint Petersburg,,1792,1795
Grand_Duchess_Vera_Constantinovna_of_Russia,Duchess Eugen of Württemberg,Kingdom of Württemberg,Saint Petersburg,1,1854,1912
Grand_Duchess_Xenia_Alexandrovna_of_Russia,,Wilderness_House,Anichkov Palace,1,1875,1960
Grand_Duke_Alexei_Mikhailovich_of_Russia,,Kingdom of Italy,Georgia (country),,1875,1895
Grand_Duke_Andrei_Vladimirovich_of_Russia,,Paris,Tsarskoye Selo,1,1879,1956
Grand_Duke_George_Mikhailovich_of_Russia_(1863–1919),,Russian Soviet Federative Socialist Republic,Tetritsqaro,1,1863,1919
