title,ontology/title,deathPlace,birthPlace,num_spouses,ontology/birthYear,ontology/deathYear
Princess_Luise_of_Anhalt-Bernburg,Princess Frederick of Prussia,Düsseldorf,Ballenstedt,1,1799,1882
Princess_Magdalena_Augusta_of_Anhalt-Zerbst,Duchess of Saxe-Gotha-Altenburg,,,1,1679,1740
Princess_Magdalena_Reuss_of_Köstritz,Princess Hubertus of Prussia,Kleinheubach,Weimar Republic,1,1920,2009
Princess_Malgorzata_Izabella_Czartoryska,Princess Malgorzata Izabella of Bourbon-Two Sicilies,French Third Republic,Congress Poland,1,1902,1929
Princess_Margaret_Yolande_of_Savoy,,Ducal Palace of Colorno,Turin,1,1635,1663
Princess_Margaretha_of_Saxony,Archduchess and Princess Margaretha of Austria; Princess Margaretha of Hungary and Bohemia,Kingdom of Lombardy–Venetia,Kingdom of Saxony,1,1840,1858
Princess_Margarita_of_Greece_and_Denmark,Princess consort of Hohenlohe-Langenburg,Langenburg,Kingdom of Greece,1,1905,1981
Princess_Margarita_of_Leiningen,Princess of Hohenzollern,Überlingen,Coburg,1,1932,1996
Princess_Marguerite_Adélaïde_of_Orléans,Princess Marguerite Adelaide Czartoryska,French Third Republic,Tuileries Palace,1,1846,1893
Princess_Maria_Alix_of_Saxony,Princess of Hohenzollern-Emden,Hechingen,Wachwitz,1,1901,1990
Princess_Maria_Amalia_of_Bourbon-Two_Sicilies_(1818–1857),Infanta Maria Amalia of Portugal and Spain,Madrid,Kingdom of the Two Sicilies,1,1818,1857
Princess_Maria_Amalia_of_Saxony,Duchess consort of Zweibrücken,Neuburg an der Donau,Dresden,1,1757,1831
Princess_Maria_Amélia_of_Brazil,,Kingdom of Portugal,France,,1831,1853
Princess_Maria_Anna_of_Anhalt-Dessau,Princess Frederick Charles of Prussia,Friedrichroda,Dessau,1,1837,1906
Princess_Maria_Anna_of_Braganza,Hereditary Princess of Thurn and Taxis,Feldafing,Zell am See,1,1899,1971
Princess_Maria_Anna_of_Hesse-Homburg,,Germany,Bad Homburg vor der Höhe,1,1785,1846
Princess_Maria_Anna_of_Saxony_(1799–1832),,Pisa,Dresden,1,1799,1832
Princess_Maria_Annunciata_of_Bourbon-Two_Sicilies,Archduchess and Princess Maria Annunciata of Austria; Princess Maria Annunciata of Hungary Bohemia and Tuscany,Austria,Kingdom of the Two Sicilies,1,1843,1871
Princess_Maria_Antonia_of_Parma,Princess of Parma,Papal States,Duchy of Parma,,1774,1841
Princess_Maria_Antonia_of_the_Two_Sicilies,,Gmunden,Palazzo dei Normanni,1,1814,1898
Princess_Maria_Antonietta_of_Bourbon-Two_Sicilies,Countess of Caserta,Freiburg im Breisgau,Kingdom of the Two Sicilies,1,1851,1938
Princess_Maria_Augusta_of_Saxony,,Dresden,Dresden,,1782,1863
Princess_Maria_Bona_of_Savoy-Genoa,Princess of Bavaria,Rome,Agliè,1,1896,1971
Princess_Maria_Carolina_of_Bourbon-Two_Sicilies_(1820–1861),Countess of Montemolin,Austrian Empire,Kingdom of the Two Sicilies,1,1820,1861
Princess_Maria_Carolina_of_Bourbon-Two_Sicilies_(1822–1869),Duchess of Aumale,England,Austrian Empire,1,1822,1869
Princess_Maria_Carolina_of_Bourbon-Two_Sicilies_(1856–1941),Countess Maria Carolina Zamoyska,Warsaw,Kingdom of the Two Sicilies,1,1856,1941
Princess_Maria_Carolina_of_Savoy,Electoral Princess of Saxony,Dresden,Turin,1,1764,1782
Princess_Maria_Christina_of_Saxony_(1735–1782),Abbess of Remiremont,France,Wilanów Palace,,1735,1782
Princess_Maria_Christina_of_Saxony_(1770–1851),"['Princess of Carignano', 'Princess of Montléart']",French Second Republic,Electorate of Saxony,1,1770,1851
Princess_Maria_Clotilde_of_Savoy,Princess Napoléon,Castle of Moncalieri,Turin,1,1843,1911
Princess_Maria_Cristina_Amelia_of_Naples_and_Sicily,,Palace of Caserta,Palace of Caserta,,1779,1783
Princess_Maria_Cristina_of_Bourbon-Two_Sicilies,,Austria,France,1,1877,1947
Princess_Maria_Elisabeth_of_Bavaria,Princess of Orléans-Braganza,Rio de Janeiro,Kingdom of Bavaria,1,1914,2011
Princess_Maria_Elizabeth_of_Sweden,Duchess of Ostergothia,Bråborg Castle,Örebro Castle,1,1596,1618
Princess_Maria_Felicita_of_Savoy,,Papal States,Turin,,1730,1801
Princess_Maria_Ferdinanda_of_Saxony,Grand Duchess of Tuscany,Brandýs nad Labem-Stará Boleslav,Dresden,1,1796,1865
Princess_Maria_Immaculata_of_Bourbon-Two_Sicilies_(1844–1899),Archduchess and Princess Maria Immaculata of Austria; Princess Maria Immaculata of Hungary Bohemia and Tuscany,Austria,Kingdom of the Two Sicilies,1,1844,1899
Princess_Maria_Immaculata_of_Bourbon-Two_Sicilies_(1874–1947),Princess Maria Immaculata of Saxony,Muri,French Third Republic,1,1874,1947
Princess_Maria_Ludwiga_Theresia_of_Bavaria,Duchess of Calabria,Lindau,Lindau,1,1872,1954
Princess_Maria_Luisa_Carlota_of_Parma,Crown Princess of Saxony,Papal States,Barcelona,1,1802,1857
Princess_Maria_Luisa_of_Bourbon-Two_Sicilies,Countess of Bardi,Armagnac (province),Kingdom of the Two Sicilies,1,1855,1874
Princess_Maria_Luisa_of_Savoy_(1729–1767),,Rome,Turin,,1729,1767
Princess_Maria_Maximilianovna_of_Leuchtenberg,Princess Wilhelm of Baden,Saint Petersburg,Saint Petersburg,1,1841,1914
Princess_Maria_Pia_of_Bourbon-Two_Sicilies_(1849–1882),Duchess of Parma,France,Kingdom of the Two Sicilies,1,1849,1882
Princess_Maria_Sophia_of_Thurn_and_Taxis,Duchess Paul Wilhelm of Württemberg,Kingdom of Bavaria,Regensburg,1,1800,1870
Princess_Maria_Teresa_of_Bourbon-Two_Sicilies_(1867–1909),Princess of Hohenzollern,France,Zürich,1,1867,1909
Princess_Maria_Teresa_of_Savoy,,Kingdom of Italy,Palazzo Colonna,1,1803,1879
Princess_Maria_Theresa_of_Löwenstein-Wertheim-Rosenberg,Duchess of Braganza,First Austrian Republic,Kingdom of Italy,1,1870,1935
Princess_Maria_Theresa_of_Savoy,Countess of Artois,Austria,Kingdom of Sardinia,1,1756,1805
Princess_Maria_Theresia_of_Liechtenstein,Countess of Soissons,Austria,,1,1694,1772
Princess_Maria_Theresia_of_Thurn_and_Taxis_(1794–1874),Princess Esterházy of Galántha,Hütteldorf,Regensburg,1,1794,1874
Princess_Maria_Vittoria_Margherita_of_Savoy,Princess of Savoy,Turin,Turin,,1740,1742
Princess_Maria_Vittoria_of_Savoy,Countess of Syracuse,Naples,Boulogne-sur-Mer,1,1814,1874
Princess_Maria_de_la_Esperanza_of_Bourbon-Two_Sicilies,Princess of Orléans-Braganza,Villamanrique de la Condesa,Madrid,1,1914,2005
Princess_Maria_de_los_Dolores_of_Bourbon-Two_Sicilies,Princess Maria de los Dolores Czartoryska,Madrid,Madrid,1,1909,1996
Princess_Maria_di_Grazia_of_Bourbon-Two_Sicilies,Princess of Orléans-Braganza,France,France,1,1878,1973
Princess_Maria_of_Romania_(1870–1874),Princess of Romania,Peleș Castle,Bucharest,,1870,1874
Princess_Marianne_of_Prussia,Princess Wilhelm of Hesse-Philippsthal-Barchfeld,Herleshausen,Kamieniec Ząbkowicki,1,1913,1983
Princess_Marianne_of_the_Netherlands,,,,1,1810,1883
Princess_Marie-Auguste_of_Anhalt,Princess Marie Auguste of Prussia,Essen,Ballenstedt,1,1898,1983
Princess_Marie_Adelaide_of_Luxembourg,"['Princess of Nassau', 'Princess of Luxembourg', 'Princess of Bourbon-Parma', 'Countess Henckel von Donnersmarck']",,Berg Castle,1,1924,2007
Princess_Marie_Adelheid_of_Lippe,"['Princess Heinrich XXXII Reuss of Köstritz', 'Princess Heinrich XXXV Reuss of Köstritz']",Tangstedt,Droglowice,1,1895,1993
Princess_Marie_Alexandra_of_Schleswig-Holstein,,Friedrichshafen,Stiftung Louisenlund,,1927,2000
Princess_Marie_Alexandrine_of_Saxe-Weimar-Eisenach,Princess Heinrich VII Reuss of Köstritz,Trzebiechów Zielona Góra County,Weimar,1,1849,1922
Princess_Marie_Anne_of_France,Fille de France,France,France,,1664,1664
Princess_Marie_Anne_of_Saxe-Altenburg,Princess consort of Schaumburg-Lippe,,Altenburg,1,1864,1918
Princess_Marie_Auguste_of_Thurn_and_Taxis,Duchess of Württemberg,Württemberg,Hesse,1,1706,1756
Princess_Marie_Elisabeth_of_Saxe-Meiningen,Princess of Saxe-Meiningen,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,Province of Brandenburg,,1853,1923
Princess_Marie_Frederica_of_Hesse-Kassel,Duchess consort of Saxe-Meiningen,Meiningen,Kassel,1,1804,1888
Princess_Marie_Gasparine_of_Saxe-Altenburg,,Sondershausen,Kingdom of Bavaria,1,1845,1930
Princess_Marie_Isabelle_of_Orléans,Countess of Paris,Villamanrique de la Condesa,Palace of San Telmo,1,1848,1919
Princess_Marie_Louise_of_Hanover,Princess Marie Louise of Baden,Salem Baden-Württemberg,Austria,1,1879,1948
Princess_Marie_Louise_of_Orléans_(1896–1973),Princess Marie Louise of Bourbon-Two Sicilies,New York,Île-de-France,1,1896,1973
Princess_Marie_Louise_of_Savoy,Princess of Lamballe,France,Turin,1,1749,1792
Princess_Marie_Luise_Charlotte_of_Hesse-Kassel,Princess Frederick Augustus of Anhalt-Dessau,Lenggries,Denmark,1,1814,1895
Princess_Marie_Melita_of_Hohenlohe-Langenburg,Duchess of Schleswig-Holstein,Munich,Hohenlohe-Langenburg,1,1899,1967
Princess_Marie_Victoire_d'Arenberg,,Strasbourg,Brussels,1,1714,1793
Princess_Marie_Zéphyrine_of_France,,France,France,,1750,1755
Princess_Marie_of_Baden_(1782–1808),,Bruchsal,Karlsruhe,1,1782,1808
Princess_Marie_of_Baden_(1834–1899),,Amorbach,Karlsruhe,1,1834,1899
Princess_Marie_of_Battenberg,Princess of Erbach-Schönberg,Kronberg im Taunus,France,1,1852,1923
Princess_Marie_of_Hesse-Kassel,,Grand Duchy of Mecklenburg-Strelitz,Hanau,1,1796,1880
Princess_Marie_of_Nassau,Princess of Wied,Duchy of Nassau,Biebrich Rhineland Palatinate,1,1825,1902
Princess_Marie_of_Orléans_(1813–1839),,Grand Duchy of Tuscany,Kingdom of Sicily,1,1813,1839
Princess_Marie_of_Orléans_(1865–1909),Princess Valdemar of Denmark,Copenhagen,Ham London,1,1865,1909
Princess_Marie_of_Prussia_(1855–1888),"['Princess Henry of the Netherlands', 'Princess Albert of Saxe-Altenburg']",Dresden,Marmorpalais,2,1855,1888
Princess_Marie_of_Saxe-Altenburg_(1854–98),Princess Albert of Prussia,Kamieniec Ząbkowicki,Eisenberg Thuringia,1,1854,1898
Princess_Marie_of_Schwarzburg-Rudolstadt,,The Hague,Raben Steinfeld,1,1850,1922
Princess_Marie_of_Waldeck_and_Pyrmont,Princess William of Württemberg,Kingdom of Württemberg,Bad Arolsen,1,1857,1882
Princess_Marie_of_Windisch-Graetz,Duchess Marie of Mecklenburg,,,1,1856,1929
Princess_Marie_of_the_Netherlands,Princess of Wied,Kingdom of Prussia,Wassenaar,1,1841,1910
Princess_Marina_Petrovna_of_Russia,Princess Marina Petrovna Golitsyna,France,France,,1892,1981
Princess_María_de_las_Mercedes_of_Bourbon-Two_Sicilies,Countess of Barcelona,Lanzarote,Madrid,1,1910,2000
Princess_Mathilde_Caroline_of_Bavaria,Grand Duchess of Hesse,,,1,1813,1862
Princess_Mathilde_Sophie_of_Oettingen-Oettingen_and_Oettingen-Spielberg,,County of Tyrol,Oettingen in Bayern,1,1816,1886
Princess_Mathilde_of_Bavaria_(1877–1906),Princess Ludwig of Saxe-Coburg and Gotha,Davos,Villa_Amsee,1,1877,1906
Princess_Mathilde_of_Saxony_(1863–1933),Princess Mathilde of Saxony,Dresden,Kingdom of Saxony,,1863,1933
Princess_Mathilde_of_Waldeck_and_Pyrmont,,Silesia,Rhoden,1,10,1825
Princess_Nadejda_Petrovna_of_Russia,,France,,,1898,1988
Princess_Nadezhda_of_Bulgaria,Duchess of Württemberg,West Germany,Principality of Bulgaria,,1899,1958
Princess_Nina_Georgievna_of_Russia,Princess Paul Aleksandrovich Chavchavadze,Massachusetts,New Michael Palace,,1901,1974
Princess_Olga_of_Hanover_(1884–1958),,Austria,Austria,,1884,1958
Princess_Ortrud_of_Schleswig-Holstein-Sonderburg-Glücksburg,Princess of Hanover Duchess of Brunswick,,Flensburg,1,1925,1980
Princess_Pan,,Henan,Hunan,1,968,989
Princess_Paula_of_Brazil,,Empire of Brazil,Empire of Brazil,,1823,1833
"Princess_Pauline,_Duchess_of_Sagan","['Duchess of Sagan', 'Princess of Hohenzollern-Hechingen']",Austrian Empire,Jelgava,1,1782,1845
Princess_Pauline_of_Anhalt-Bernburg,,Detmold,Ballenstedt,1,1769,1820
Princess_Pauline_of_Orange-Nassau,,Bad Freienwalde,,,1800,1806
Princess_Pauline_of_Saxe-Weimar-Eisenach,Hereditary Grand Duchess of Saxe-Weimar-Eisenach,Orte,Stuttgart,1,1852,1904
Princess_Pauline_of_Waldeck_and_Pyrmont,Princess of Bentheim and Steinfurt,Schloss_Wittgenstein,Bad Arolsen,1,1855,1925
Princess_Pauline_of_Württemberg_(1810–1856),,Duchy of Nassau,Kingdom of Württemberg,1,1810,1856
Princess_Pauline_of_Württemberg_(1877–1965),Princess of Wied,Ludwigsburg,Kingdom of Württemberg,1,1877,1965
Princess_Pilar_of_Bavaria,Princess Pilar of Bavaria,West Germany,Kingdom of Bavaria,,1891,1987
Princess_Regina_of_Saxe-Meiningen,Crown Princess of Austria Hungary and Bohemia,Pöcking,Würzburg,1,1925,2010
Princess_Rosemary_of_Salm-Salm,Archduchess and Princess Rosemary of Austria; Princess Rosemary of Hungary Bohemia and Tuscany,Austria,Kingdom of Prussia,1,1904,2001
Princess_Sophia_Dorothea_of_Prussia,Margravine of Brandenburg-Schwedt,Schwedt,Berlin,1,1719,1765
Princess_Sophia_of_Sweden,Duchess of Saxe-Lauenburg,,,1,1547,1611
Princess_Sophia_of_the_United_Kingdom,,Kensington Palace,Buckingham Palace,,1777,1848
Princess_Sophie_Antoinette_of_Brunswick-Wolfenbüttel,Duchess of Saxe-Coburg-Saalfeld,Coburg,Wolfenbüttel,1,1724,1802
Princess_Sophie_Caroline_of_Brunswick-Wolfenbüttel,Margravine of Brandenburg-Bayreuth,,Wolfenbüttel,1,1737,1817
Princess_Sophie_Friederike_of_Thurn_and_Taxis,Princess Sophie Friederike Radziwiłł,,Regensburg,1,1758,1800
Princess_Sophie_Hélène_Béatrice_of_France,,France,France,,1786,1787
Princess_Sophie_of_Baden,Princess of Lippe,Amorbach,Karlsruhe,1,1834,1904
Princess_Sophie_of_Greece_and_Denmark,"['Princess of Hanover', 'Princess of Greece and Denmark', 'Princess of Hesse']",Munich,Mon Repos Corfu,2,1914,2001
Princess_Sophie_of_Liechtenstein,,Zell am See,Austrian Empire,1,1837,1899
Princess_Sophie_of_Luxembourg,Princess Sophie of Saxony,Munich,Berg Castle,1,1902,1941
Princess_Sophie_of_Saxe-Coburg-Saalfeld,Countess of Mensdorff-Pouilly,Tušimice,Coburg,1,1778,1835
Princess_Sophie_of_Saxe-Hildburghausen,Hereditary Princess of Saxe-Coburg-Saalfeld,Coburg,Hildburghausen,1,1760,1776
Princess_Sophie_of_Saxe-Weimar-Eisenach_(1888–1913),Princess of Saxe-Weimar-Eisenach,Heidelberg,Düsseldorf,,1888,1913
Princess_Sophie_of_Saxe-Weimar-Eisenach_(1911–1988),Princess consort of Schwarzburg,West Germany,Grand Duchy of Saxe-Weimar-Eisenach,1,1911,1988
Princess_Sophie_of_Saxony,Duchess Sophie in Bavaria,Kingdom of Bavaria,Kingdom of Saxony,1,1845,1867
Princess_Sophie_of_the_Netherlands,,Weimar,Lange Voorhout Palace,1,1824,1897
Princess_Theresa_of_Liechtenstein,Princess Arnulf of Bavaria,Munich,Liechtenstein Castle,1,1850,1938
Princess_Therese_of_Nassau-Weilburg,Duchess Therese of Oldenburg,Kingdom of Bohemia,Duchy of Nassau,1,1815,1871
Princess_Therese_of_Saxe-Altenburg,Duchess of Dalarna,Haga Palace,Ansbach,1,1836,1914
Princess_Thyra_of_Denmark_(1880–1945),,,,,1880,1945
Princess_Thérèse_of_France,Fille de France,Fontevraud Abbey,France,,1736,1744
Princess_Ulrike_Friederike_Wilhelmine_of_Hesse-Kassel,Duchess of Oldenburg,Eutin,Kassel,1,1722,1787
Princess_Urraca_of_Bourbon-Two_Sicilies,Princess Urraca of Bourbon-Two Sicilies,Sigmaringen,Kingdom of Bavaria,,1913,1999
Princess_Vera_Constantinovna_of_Russia,,Nyack New York,Pavlovsk Palace,,1906,2001
Princess_Victoria_Charlotte_of_Anhalt-Zeitz-Hoym,Margravine of Brandenburg-Bayreuth,Schaumburg Castle Rhineland-Palatinate,Schaumburg Castle Rhineland-Palatinate,1,1715,1772
Princess_Vilhelmine_Marie_of_Denmark,Princess Frederick of Denmark,Province of Schleswig-Holstein,Kiel,2,1808,1891
Princess_Wilhelmina_Caroline_of_Denmark,,Kassel,Christiansborg Palace,1,1747,1820
Princess_Wilhelmina_of_Hesse-Kassel,Princess Henry of Prussia,,,1,1726,1808
"Princess_Wilhelmine,_Duchess_of_Sagan",Duchess of Sagan,Austrian Empire,Jelgava,,1781,1839
Princess_Wilhelmine_Ernestine_of_Denmark,,,,,1650,1706
Princess_Xenia_Andreevna_of_Russia,,,France,,1919,2000
Princess_Xenia_of_Montenegro,Princess of Montenegro,France,Cetinje,,1881,1960
Princess_Élisabeth_Charlotte_of_Lorraine,Princess of Lorraine,Château de Lunéville,Palace of the Dukes of Lorraine,,1700,1711
Pākī,,Oahu,Molokai,2,1808,1855
Qian_Hongzuo,,Hangzhou,Hangzhou,1,928,947
Qian_Yuanguan,,,,,887,941
Qigong_(artist),,Beijing,Republic of China (1912–49),,1912,2005
Queen_Ansun,,,,1,1445,1499
Queen_Dangyeong,Queen Consort of Joseon,,,1,1487,1557
Queen_Gonghye,Queen Consort of Joseon,,,1,1456,1474
Queen_Heonae,,Kaesong,Hwangju County,2,964,1029
Queen_Hyoui,,Changgyeonggung,,1,1753,1821
Queen_Ingyeong,,Changdeokgung,,1,1661,1680
Queen_Inhyeon,,Changdeokgung,Yeoju,1,1667,1701
Queen_Inmok,Queen Consort of Joseon,,,1,1584,1632
Queen_Inseon,Queen Consort of Joseon,,,1,1619,1674
Queen_Inseong,Queen Consort of Joseon,,,1,1514,1578
Queen_Insun,Queen Consort of Joseon,,,1,1532,1575
Queen_Inwon,,Joseon,Joseon,1,1687,1757
Queen_Inyeol,,,,1,1594,1636
Queen_Janggyeong,Queen Consort of Joseon,,,1,1491,1515
Queen_Jangnyeol,Queen Consort of Joseon,,,1,1624,1688
Queen_Jeonghui,,Joseon,Joseon,1,1418,1483
Queen_Jeonghyeon,Queen Consort of Joseon,,,1,1462,1530
Queen_Jeongsun,Queen Consort of Joseon,Changdeokgung,Yeoju,1,1745,1805
Queen_Marau,Queen consort of Tahiti,Papeete,,1,1860,1935
Queen_Munjeong,Queen Consort of Korea,Seoul,Joseon,1,1501,1565
Queen_Myeongseong,Queen Consort of Joseon,Changdeokgung,,1,1642,1684
Queen_Seonui,Queen Consort of Joseon,Changdeokgung,,1,1705,1730
Queen_Uiin,Queen Consort of Joseon,,,1,1555,1600
Queen_Zhou_the_Elder,Queen Zhaohui of(Southern) Tang,Jiangsu,Jiangsu,1,936,964
Robert_Hobart,,,,,1836,1928
"Robert_Hugo,_Duke_of_Parma",Duke of Parma,Austria,Weilburg,,1909,1974
Robert_Ropner,,,,,1838,1924
Robert_Young_(Hawaii),,Bermuda,Kawaihae Hawaii,,1796,1813
Robert_of_Vermandois,,,,,907,967
Robin_Medforth-Mills,,Switzerland,England,1,1942,2002
Roger_Cave,,,,,1655,1703
Roland_Bonaparte,,Paris,Paris,1,1858,1924
Rostislav_Vsevolodovich,Prince of Pereyaslavl,,,,1070,1093
Rostislav_of_Tmutarakan,"['(izgoi)', 'Prince ofTmutarakan']",Tmutarakan,,,1038,1066
Rowland_Hodge,,,,,1859,1950
Rozala_of_Italy,,Ghent,,2,937,1003
"Rudolf,_6th_Prince_Kinsky_of_Wchinitz_and_Tettau",Prince Kinsky of Wchinitz and Tettau,Austrian Empire,Kingdom of Bohemia,,1802,1836
"Rudolf,_9th_Prince_Kinsky_of_Wchinitz_and_Tettau",Prince Kinsky of Wchinitz and Tettau,Leszno,Heřmanův Městec,,1859,1930
Rumeysa_Aredba,,Turkey,Abkhazia,,1873,1929
"Rupert_Cambridge,_Viscount_Trematon",Viscount Trematon,,,,1907,1928
Rushout_Cullen,,,,,1661,1730
Ramachandra_Tondaiman,Raja of Pudukkottai,Pudukkottai State,Pudukkottai State,,1829,1886
Ramchandra_Pant_Amatya,,,,,1650,1716
Rana_Raimal,RanaofMewar,,,,1473,1509
Randal_Beresford,,,,,1669,1681
Rani_Durgavati,,Achalpur,Banda district,,1524,1564
Rao_Jaimal,,Chittorgarh,Merta City,,1507,1568
Ravi_Varma_of_Padinjare_Kovilakam,,Cherpulassery,Mankavu,,1745,1793
Raya_Raghunatha_Tondaiman,Raja of Pudukkottai,Pudukkottai,Pudukkottai State,,1738,1789
Reftarıdil_Kadınefendi,,Ortaköy,North Caucasus,1,1838,1936
Remişnaz_Hanımefendi,,Turkey,North Caucasus,1,1864,1934
Reresby_Sitwell,,,,,1927,2009
Resan_Hanımefendi,,Turkey,Artvin,1,1860,1910
"Richard,_4th_Prince_of_Sayn-Wittgenstein-Berleburg",4th Prince of Sayn-Wittgenstein-Berleburg,Hanau,Bad Berleburg,1,1882,1925
"Richard,_Count_of_Étampes",Count of Vertus and Étampes,Château de Clisson,,1,1396,1438
Richard_Heron,,London,,,1726,1824
Richard_Vassar-Smith,,,,,1909,1995
"Richardis_of_Schwerin,_Queen_of_Sweden",,Stockholm,Schwerin,1,1347,1377
Rinaldo_d'Este_(1655–1737),Duke of Modena,Ducal Palace of Modena,Ducal Palace of Modena,1,1655,1737
Rabia_Sultan,"[""Sultanü'l-muhadderat"", ""Umdetü'l-muvahhirat"", ""Tacü'l-mesturat"", 'Dürre-i dürr-i ismet', ""Gurre-i bürci'l-iffet"", ""Sahibü'd-devleti'l-kariyye"", ""Fatimetü'z-zeman"", ""Ayişetü'd-devran"", ""El-mahfufe bir sınuf-ı avatıfı'l-meliki'l-mennan"", 'Haseki sultan']",Edirne,Greece,1,1672,1722
Raghunatha_Raya_Tondaiman,Raja of Pudukkottai,,,,1641,1730
Raghunatha_Tondaiman_II,Raja of Pudukkottai,Pudukkottai,Pudukkottai State,,1798,1839
"Raimundo,_2nd_Duke_of_Castel_Duino",Duke of Castel Duino,Castel_Duino,Castel_Duino,1,1907,1986
Raj_Singh_I,RanaofMewar,,,,1629,1680
Raj_Singh_II,MaharanaofMewar,,,,1743,1761
Raja_Ashman_Shah,Yang Teramat Mulia Raja Kechil Sulong of Perak,Bukit Damansara,Federation of Malaya,,1958,2012
Raja_Nara_Singh,King of Manipur,Kangla Palace,Sagolband_Maputhou_Mantri_Leikai,,1792,1850
Raja_Rampal_Singh,Raja of Kalakankar,,Presidencies and provinces of British India,,1849,1909
Rajagopala_Tondaiman,Raja of Pudukkottai,Chennai,Pudukkottai State,,1922,1997
Rajinder_Singh,,,,,1872,1900
Ralph_Lopes,,,,,1788,1854
Sattam_bin_Abdulaziz_Al_Saud,,Riyadh,Riyadh,,1941,2013
Saud_bin_Abdulaziz,Emir of Jabal Shammar,,Ha'il,2,1897,1906
Seeta_bint_Abdulaziz_Al_Saud,,Riyadh,,,1930,2011
Seniha_Sultan,,France,Istanbul,,1852,1931
Serfiraz_Hanımefendi,,Ortaköy,Abkhazia,1,1837,1905
"Sergei_Georgievich,_8th_Duke_of_Leuchtenberg",Duke of Leuchtenberg,Rome,Petergof,,1890,1974
Servetsezâ_Kadınefendi,,Kabataş Istanbul,Russian Empire,1,1823,1879
Sethu_Lakshmi_Bayi,Regent Maharani prev. Senior Queen of Attingal,,,,1895,1985
Sethu_Parvathi_Bayi,Junior Maharani (Elaya Thampuran) of Attingal & Oueen Mother(Amma Maharani) Of Travancore,Thiruvananthapuram,Travancore,,1896,1983
Shahinde_Marshania,,Turkey,Kadıköy,,1895,1924
Shahoji_II,,British Raj,,,1910,1983
Shahriar_Shafiq,,France,Rabat,,1945,1979
Shambhu_Singh,Ruler ofUdaipur State,,,,1847,1874
Shams_Pahlavi,Princess of Iran,United States,Tehran,1,1917,1996
Shangguan_Wan'er,,Chang'an,Chang'an,1,664,710
Shehu_Abubakar,,England,Gombe Gombe,,1938,2014
Shi_Chonggui,Emperor of (Later) Jin,Chaoyang Liaoning,Taiyuan,1,914,974
Shi_Jingtang,EmperorGaozu of(Later) Jin,Ye (ancient China),Shanxi,1,892,942
Shi_Siming,,,,1,703,761
Shivaji_V,,British Raj,,,1941,1946
Shivajirao_Holkar,,British Raj,British Raj,,1859,1908
Shivakiar_Ibrahim,,Kingdom of Egypt,Istanbul,2,1876,1947
Shunbajunki,,,,,1185,1248
Shunten,,,Urasoe Okinawa,,1166,1237
Shō_Boku,,,,,1739,1794
Shō_Eki,,,,,1678,1712
Shō_En,,,Izena Okinawa,,1415,1476
Shō_Gen,,,,,1528,1572
Shō_Hashi,,,,,1371,1439
Shō_Hō,,,,1,1590,1640
Shō_Iku,,,,,1813,1847
Shō_Kei,,,,,1700,1752
Shō_Kō,,,,,1787,1834
Shō_Nei,,,,1,1564,1620
Shō_Sei,,,,,1497,1555
Shō_Sei_(r._1803),,,,,1800,1803
Shō_Shin,,,,,1465,1526
Shō_Shitsu,,,,1,1629,1668
Shō_Taikyū,,,,,1415,1460
Shō_Tei,,,,1,1645,1709
Shō_Toku,,,,,1441,1469
Sibylle_of_Bavaria,,Heidelberg,,1,1489,1519
Sibylle_of_Cleves,,Weimar,Düsseldorf,1,1512,1554
Sibylle_of_Saxony,,Buxtehude,Freiberg,1,1515,1592
Sidkeong_Tulku_Namgyal,,Gangtok,,,1879,1914
Sidonie_of_Bavaria,,Munich,Munich,,1488,1505
Sidonie_of_Poděbrady,Duchess consort of SaxonyandMargravine consort of Meissen,Tharandt,,1,1449,1510
Sidonie_of_Saxony,Duchess of Brunswick-LüneburgPrincess of Calenberg-Göttingen,Weißenfels,Meissen,1,1518,1575
"Siegfried_I,_Count_of_Sponheim",Margrave of the Hungarian March,Bulgaria (theme),Nahegau,,1010,1065
Sigrid_of_Sweden_(1566–1633),,,Svartsjö Palace,1,1566,1633
"Simon_III,_Count_of_Saarbrücken","['Count of Saarbrücken', 'Graf von Saarbrücken']",,,1,1180,1243
Simon_II_of_Clermont,,,,1,1210,1286
"Simon_IV,_Count_of_Saarbrücken","['Count of Saarbrücken', 'Seigneur of Commercy']",,,1,1247,1308
Simonida,,Constantinople,Constantinople,1,1294,1340
Sipihr_Shikoh,Shahzada of theMughal Empire,Delhi,Agra,1,1644,1708
"Sir_Abraham_Hume,_1st_Baronet",,,,,1703,1772
"Sir_Adam_Hay,_7th_Baronet",,,,,1795,1867
"Sir_Alexander_Baird,_1st_Baronet",,,,,1849,1920
"Sir_Alexander_Cornewall_Duff-Gordon,_3rd_Baronet",,,,,1811,1872
"Sir_Alexander_Don,_6th_Baronet",,,,,1780,1826
"Sir_Alexander_Grant,_8th_Baronet",,,,,1782,1854
"Sir_Alexander_Lauder,_4th_Baronet",,,,,1698,1730
"Sir_Alexander_Reid,_3rd_Baronet",,,,,1932,1972
"Sir_Alfred_Hickman,_1st_Baronet",,,,,1830,1910
"Sir_Andrew_Agnew,_8th_Baronet",,,,,1818,1892
"Sir_Andrew_Agnew,_9th_Baronet",,,,,1850,1928
"Sir_Andrew_Porter,_1st_Baronet",,,,,1837,1919
