title,ontology/title,deathPlace,birthPlace,num_spouses,ontology/birthYear,ontology/deathYear,birthCountry
"Eleanor_of_Austria,_Queen_of_Poland",,,,,1653,1697,Germany
Eleanor_of_Castile_(1307–1359),,,,,1307,1359,
"Eleanor_of_England,_Countess_of_Bar",,,,,1269,1298,
"Eleanor_of_Naples,_Duchess_of_Ferrara",Duchess of Ferrara of Modena and Reggio,,,,1450,1493,
Eleanor_of_Normandy,Countess consort of Flanders,,,,1011,1071,
Eleanor_of_Scotland,Archduchess consort of Austria,,,,1433,1480,
Eleanor_of_Sicily,,,,,1325,1375,
Eleonor_Magdalene_of_Neuburg,"['Holy Roman Empress', 'Queen of Bohemia and Hungary']",,,,1655,1720,
Eleonora_Gonzaga_(1630–1686),,,,,1630,1686,
Eleonora_Luisa_Gonzaga,Duchess of Rovere and of Montefeltro,,,,1686,1741,
Eleonore_of_Löwenstein-Wertheim,Landgravine of Hesse-Rotenburg,,,,1686,1753,Austria
Eleru_Kadınefendi,,,,,1835,1936,
Elisabeth_Christine_of_Brunswick-Wolfenbüttel,,,,,1691,1750,
Elisabeth_Dorothea_of_Saxe-Gotha-Altenburg,Landgravine consort of Hesse-Darmstadt,,,,1640,1709,
Elisabeth_Eleonore_of_Brunswick-Wolfenbüttel,,,,,1658,1729,
Elisabeth_Henriette_of_Hesse-Kassel,"['Electoral Princess of Brandenburg', 'Hereditary Prince of Prussia']",,,,1661,1683,
Elisabeth_Therese_of_Lorraine,,,,,1711,1741,
"Elisabeth_of_Austria,_Duchess_of_Lorraine",,,,,1285,1353,
"Elisabeth_of_Bavaria,_Electress_of_Brandenburg",,,,,1383,1442,
"Elisabeth_of_Bavaria,_Electress_of_Saxony",Electress of Saxony,,,,1443,1486,
"Elisabeth_of_Bavaria,_Queen_of_Germany",,,,,1227,1273,
Elisabeth_of_Brandenburg-Küstrin,Margravine of Brandenburg-Ansbach,,,,1540,1578,
"Elisabeth_of_Brunswick-Wolfenbüttel,_Duchess_of_Saxe-Altenburg",Duchess of Saxe-Altenburg,,,,1593,1650,
"Elisabeth_of_Hesse,_Hereditary_Princess_of_Saxony",,,,,1502,1557,
Elisabeth_of_Mecklenburg-Güstrow,,,,,1668,1738,
Elisabeth_of_Moravia,Margravine of Meissen,,,,1355,20,
Elisabeth_of_Swabia,,,,,1205,1235,
"Elisabeth_of_the_Palatinate,_Landgravine_of_Hesse",,,,,1483,1522,
Elisabeth_von_Gutmann,Princess consort of Liechtenstein,,,,1875,1947,
Elisenda_of_Montcada,,,,,1292,1364,
Elizabeth_Antonovna_of_Brunswick,,,,,1743,1782,
Elizabeth_Bonifacia_of_Poland,,,,,1399,1399,Poland
Elizabeth_Granowska,,,,,1372,1420,
Elizabeth_Kahanu_Kalanianaʻole,Princess of Hawaii,,,,1879,1932,
Elizabeth_Kekaaniau,,,,,1834,1928,
Elizabeth_Peke_Davis,,,,,1803,1860,
Elizabeth_Stuart_(daughter_of_Charles_I),,,,,1635,1650,
Elizabeth_de_Comyn,,,,,1299,1372,
"Elizabeth_of_Carinthia,_Queen_of_Sicily",,,,,1298,1352,
"Elizabeth_of_Denmark,_Duchess_of_Brunswick-Wolfenbüttel",,,,,1573,1626,Denmark
"Elizabeth_of_Denmark,_Electress_of_Brandenburg",,,,,1485,1555,
"Elizabeth_of_Hungary,_Duchess_of_Greater_Poland",,,,,1128,1154,
"Elizabeth_of_Lancaster,_Duchess_of_Exeter",Duchess of Exeter,,,,1364,1426,
"Elizabeth_of_Poland,_Duchess_of_Pomerania",,,,,1326,1361,
Elizabeth_of_Rhuddlan,Countess of Hereford,,,,1282,1316,
"Elizabeth_of_Sicily,_Queen_of_Hungary",,,,,1261,1303,
Ella_Koblo_Gulama,Paramount Chiefof Kaiyamba ChiefdomMoyamba District,,,,1921,2006,Sierra Leone
Ellen_Franz,Freifrau von Heldburg,,,,1839,1923,
Elvina_Pallavicini,Princess,,,,1914,2004,
"Elvira_of_Castile,_Queen_of_León",,,,,978,1017,
Eléanor_de_Roucy_de_Roye,,,,,1535,1564,France
Elżbieta_Konstancja_Potulicka,,,,,1859,1947,
"Emanuele_Ruspoli,_1st_Prince_of_Poggio_Suasa",1st Prince ofPoggio Suasa,,,,1837,1899,Italy
Emetullah_Rabia_Gülnuş_Sultan,,,,,1642,1715,
"Emich,_5th_Prince_of_Leiningen",Prince of Leiningen,,,,1866,1939,United Kingdom
"Emich_Carl,_2nd_Prince_of_Leiningen",Prince of Leiningen,,,,1763,1814,
"Emich_Kyrill,_Prince_of_Leiningen",Prince of Leiningen,,,,1926,1991,Germany
Emilie_of_Saxony,Margravine of Brandenburg-Ansbach,,,,1516,1591,
Emina_Ilhamy,,,,,1858,1931,
Emine_Gülbahar_Hatun,"['Valide-i macide', ""Meliketü'l-Melikât"", ""Tâcü'l-mükerremât"", ""Fahrü'l-muazzamat"", ""Fatihetü'l-maeyâmin ve'l hayrat""]",,,,1432,1492,
Emine_Nazikedâ_Kadınefendi,,,,,1866,1941,
Emma_of_Italy,,,,,948,988,
"Emmanuel_Maurice,_Duke_of_Elbeuf",Duke of Elbeuf,,,,1677,1763,France
"Emmanuel_Philibert,_Prince_of_Carignano",Prince of Carignano,,,,1628,1709,France
Emmanuel_Théodose_de_La_Tour_d'Auvergne_(1668–1730),Duke of Bouillon,,,,1668,1730,
Emperor_Fei_of_Northern_Qi,,,,,545,561,
Emperor_Jing_of_Liang,,,,,544,558,
Emperor_Jing_of_Northern_Zhou,,,,,573,581,
Emperor_Muzong_of_Tang,,,,,795,824,
Emperor_Taizong_of_Jin,,,,,1075,1135,
Emperor_Wenxuan_of_Northern_Qi,,,,,526,559,
Emperor_Xiaojing_of_Eastern_Wei,,,,,524,552,
Emperor_Xiaomin_of_Northern_Zhou,,,,,542,557,
Emperor_Xiaowu_of_Northern_Wei,,,,,510,535,
Emperor_Xizong_of_Jin,,,,,1119,1150,
Emperor_Xuan_of_Northern_Zhou,,,,,559,580,
Emperor_Yuan_of_Liang,,,,,508,555,
Emperor_Zhenzong,,,,,968,1022,
Empress_Dowager_Du,Empress DowagerZhaoxian ofSong,,,,902,961,China
Empress_Fu_the_Elder,the Xuanyi Empress of(Later) Zhou,,,,931,956,
Empress_Li_(Taizong),,,,,960,1004,
Empress_Li_Fengniang,,,,,1144,1200,
Empress_Liu_(Zhenzong),,,,,969,1033,
Empress_Meng,,,,,1073,1131,
Empress_Shulü_Ping,,,,,879,953,
Empress_Song_(Song_dynasty),,,,,952,995,China
Empress_Wang_(Taizu),Empress Xiaoming ofSong,,,,942,963,China
Empress_Wanrong,,,,,1906,1946,China
Empress_Wu_(Song_dynasty),,,,,1115,1197,
Empress_Xiao_(Sui_dynasty),,,,,566,648,
Empress_Xiao_Yanyan,Empress Dowager Chengtian of Liao,,,,953,1009,
Empress_Xiaodexian,,,,,1831,1850,
Empress_Xiaoherui,,,,,1776,1850,
Empress_Xiaohuizhang,,,,,1641,1718,
Empress_Xiaojingcheng,,,,,1812,1855,
Empress_Xiaojingxian,,,,,1681,1731,
Empress_Xiaokangzhang,Empress of theQing Dynasty,,,,1640,1663,
Empress_Xiaoshurui,,,,,1760,1797,
Empress_Xiaoyichun,,,,,1727,1775,
Empress_Xiaoyiren,,,,,1609,1689,
Empress_Xiaozhaoren,,,,,1653,1678,
Empress_Zhang_(Hongzhi),,,,,1471,1541,
Enrichetta_d'Este,,,,,1702,1777,
Early_life_of_Pedro_II_of_Brazil,,,,,1825,1891,Brazil
Ebrahim_Khan,,,,,1770,1824,
"Ercole,_Lord_of_Monaco",Lord of Monaco,,,,1562,1604,Monaco
"Ercole,_Marquis_of_Baux",Marquis of Baux,,,,1623,1651,
"Ercole_III_d'Este,_Duke_of_Modena",Duke of Modena,,,,1727,1803,
Erdmuthe_of_Brandenburg,,,,,1561,1623,
Ereyanga,,,,,1098,1102,
Eric_Christoffersen_of_Denmark,,,,,1305,1332,
"Eric_I,_Duke_of_Saxe-Lauenburg","['(officially:)', 'Duke of Saxony Angria and Westphalia']",,,,1280,1360,
"Eric_II,_Duke_of_Saxe-Lauenburg","['(officially:)', 'Duke of Saxony Angria and Westphalia']",,,,1318,1368,
"Eric_IV,_Duke_of_Saxe-Lauenburg",,,,,1354,1411,
Erik_Ohlson,,,,,1873,1934,
Ermesinda_of_Bigorre,,,,,1015,1049,
"Ernest,_Count_of_Lippe-Biesterfeld",Count of Lippe-Biesterfeld,,,,1842,1904,
"Ernest_Augustus_I,_Duke_of_Saxe-Weimar-Eisenach",Duke of Saxe-Weimar and Eisenach,,,,1688,1748,
Ernest_Craig,,,,,1859,1933,
"Ernest_Frederick,_Duke_of_Saxe-Coburg-Saalfeld",,,,,1724,1800,
"Ernest_Frederick_I,_Duke_of_Saxe-Hildburghausen",,,,,1681,1724,
"Ernest_Frederick_III,_Duke_of_Saxe-Hildburghausen",Duke of Saxe-Hildburghausen,,,,1727,1780,
"Ernest_I,_Duke_of_Saxe-Gotha",,,,,1601,1675,
"Ernest_II,_Duke_of_Saxe-Gotha-Altenburg",Duke of Saxe-Gotha-Altenburg,,,,1745,1804,
"Ernest_Leopold,_Landgrave_of_Hesse-Rotenburg",Landgrave of Hesse-Rotenburg,,,,1684,1749,
Ernest_Musgrave_Harvey,,,,,1867,1955,
"Ernst,_Prince_of_Saxe-Meiningen",Prince of Saxe-Meiningen,,,,1859,1941,
"Ernst_Casimir_II,_2nd_Prince_of_Ysenburg_and_Büdingen",Prince of Ysenburg and Büdingen,,,,1806,1861,
"Ernst_Frederick_II,_Duke_of_Saxe-Hildburghausen",Duke of Saxe-Hildburghausen,,,,1707,1745,
"Ernst_Gunther,_Duke_of_Schleswig-Holstein",Duke of Schleswig-Holstein,,,,1863,1921,
"Ernst_I,_Duke_of_Saxe-Altenburg",Duke of Saxe-Altenburg,,,,1826,1908,
"Ernst_I,_Prince_of_Hohenlohe-Langenburg",Prince of Hohenlohe-Langenburg,,,,1794,1860,
"Ernst_II,_Duke_of_Saxe-Altenburg",Duke of Saxe-Altenburg,,,,1871,1955,
"Ernst_II,_Prince_of_Hohenlohe-Langenburg",Prince of Hohenlohe-Langenburg,,,,1863,1950,
"Ernst_Leopold,_4th_Prince_of_Leiningen",Prince of Leiningen,,,,1830,1904,
Ernst_Leopold_Prinz_von_Sachsen-Coburg_und_Gotha,Ernst Leopold Prinz von Sachsen-Coburg und Gotha,,,,1935,1996,
"Ernst_Ludwig_I,_Duke_of_Saxe-Meiningen",Duke of Saxe-Meiningen,,,,1672,1724,
"Ernst_Ludwig_II,_Duke_of_Saxe-Meiningen",Duke of Saxe-Meiningen,,,,1709,1729,
Erzsébet_Szilágyi,Queen Mother of Hungary,,,,1410,1483,
Esma_Sultan_(daughter_of_Abdul_Hamid_I),,,,,1778,1848,
Esma_Sultan_(daughter_of_Abdülaziz),,,,,1873,1899,
Esma_Sultan_(daughter_of_Ahmed_III),,,,,1726,1788,
Estelle_Bernadotte,Countess Bernadotte of Wisborg,,,,1904,1984,
"Eugen_Alexander_Franz,_1st_Prince_of_Thurn_and_Taxis",Prince of Thurn and Taxis,,,,1652,1714,
"Eugen_Maximilianovich,_Duke_of_Leuchtenberg",Duke of Leuchtenberg,,,,1847,1901,
"Eugene_Maurice,_Count_of_Soissons",,,,,1635,1673,
"Eugenio,_Count_of_Villafranca",Count of Villafranca,,,,1753,1785,Italy
"Eugène,_11th_Prince_of_Ligne",Prince of Ligne,,,,1893,1960,
Eugénie_de_Beauharnais,Princess of Hohenzollern-Hechingen,,,,1808,1847,
Euphemia_of_Pomerania,Queen consort of Denmark,,,,1285,1330,
Euphemia_of_Rügen,Queen Consort of Norway,,,,1270,1312,
Eustace_De_Monte_Alto,,,,,1027,1112,
Ewa_Józefina_Julia_Potocka,Princess Franz de Paula of Liechtenstein,,,,1818,1895,
Eze_Ukwu,Obi of Otolo,,,,1799,1862,
"Francesco_Maria_de'_Medici,_Duke_of_Rovere_and_Montefeltro",,,,,1660,1711,
Francesco_de'_Medici_(1614–1634),,,,,1614,1634,
"Francine,_Princess_of_Montenegro",Princess of Montenegro,,,,1950,2008,Morocco
"Francis,_Duke_of_Saxe-Coburg-Saalfeld",,,,,1750,1806,
Francis_Barrington,,,,,1570,1628,
"Francis_Blackwood,_10th_Baron_Dufferin_and_Claneboye",,,,,1916,1991,
Francis_Champneys,,,,,1848,1930,
"Francis_Erdmann,_Duke_of_Saxe-Lauenburg",,,,,1629,1666,
Francis_Freeling,,,,,1764,1836,
Francis_Heathcote,,,,,1868,1961,
"Francis_I,_Duke_of_Saxe-Lauenburg",,,,,1510,1581,
"Francis_II,_Duke_of_Saxe-Lauenburg",,,,,1547,1619,
Francis_I_Rákóczi,Elected Prince of Transylvania,,,,1645,1676,Romania
Francis_Rhédey,Prince of Transylvania,,,,1610,1667,Romania
Francis_of_Denmark,,,,,1497,1511,
"Francisco_António,_Prince_of_Beira",Prince of BeiraDuke of Barcelos(more...),,,,1795,1801,
Francisco_de_Borbón_y_Borbón,,,,,1912,1995,Spain
"Francisco_de_Moura,_3rd_Marquis_of_Castelo_Rodrigo",Marquis of Castelo Rodrigo,,,,1610,1675,
Francisco_de_Paula_de_Borbón_y_Castellví,,,,,1853,1942,France
Franciszka_Corvin-Krasińska,,,,,1742,1796,
Frank_Sanderson,,,,,1880,1965,
"Franz_Ulrich,_11th_Prince_Kinsky_of_Wchinitz_and_Tettau",Prince Kinsky of Wchinitz and Tettau,,,,1936,2009,
"François,_Prince_of_Soubise",Prince of Soubise,,,,1630,1712,
"François_Marie,_Prince_of_Lillebonne",Prince of Lillebonne,,,,1624,1694,France
"François_d'Orléans,_Prince_of_Joinville",Prince of Joinville,,,,1818,1900,
"François_de_Vendôme,_Duc_de_Beaufort",Duc de Beaufort,,,,1616,1669,
Françoise_Madeleine_d'Orléans,,,,,1648,1664,France
Françoise_Marie_de_Bourbon,"['Duchess of Orléans', 'Légitimée de France']",,,,1677,1749,
Françoise_d'Orléans-Longueville,Princess of Condé,,,,1549,1601,
"Françoise_de_Lorraine,_Duchess_of_Vendôme",Duchess of Vendôme,,,,1592,1669,
Frederica_Henriette_of_Anhalt-Bernburg,Princess of Anhalt-Köthen,,,,1702,1723,
"Frederick,_Duke_of_Saxe-Altenburg","['Duke of Saxe-Altenburg', 'prev. Duke of Saxe-Hildburghausen']",,,,1763,1834,
"Frederick,_Duke_of_Saxe-Weissenfels-Dahme",,,,,1673,1715,
"Frederick,_Prince_of_Anhalt-Bernburg-Schaumburg-Hoym",Prince of Anhalt-Bernburg-Schaumburg-Hoym,,,,1741,1812,
"Frederick_Augustus,_Duke_of_Nassau",,,,,1738,1816,
"Frederick_Augustus_II,_Grand_Duke_of_Oldenburg",,,,,1852,1931,
Frederick_Augustus_Rutowsky,Count Rutkowsky,,,,1702,1764,
Frederick_Casimir_Kettler,Duke of Courland and Semigallia,,,,1650,1698,
Frederick_Evelyn,,,,,1734,1812,
"Frederick_Francis_II,_Grand_Duke_of_Mecklenburg-Schwerin",Grand Duke of Mecklenburg-Schwerin,,,,1823,1883,
"Frederick_Francis_III,_Grand_Duke_of_Mecklenburg-Schwerin",Grand Duke of Mecklenburg-Schwerin,,,,1851,1897,
"Frederick_Francis_IV,_Grand_Duke_of_Mecklenburg-Schwerin",Grand Duke ofMecklenburg-Schwerin,,,,1882,1945,
"Frederick_Henry,_Duke_of_Saxe-Zeitz-Pegau-Neustadt",Duke of Saxe-Zeitz-Pegau-Neustadt,,,,1668,1713,
"Frederick_I,_Duke_of_Anhalt",Duke of Anhalt,,,,1831,1904,
"Frederick_II,_Duke_of_Mecklenburg-Schwerin",Duke of Mecklenburg-Schwerin,,,,1717,1785,
"Frederick_II,_Elector_Palatine",,,,,1482,1556,
"Frederick_III,_Duke_of_Saxe-Gotha-Altenburg",Duke of Saxe-Gotha-Altenburg,,,,1699,1772,
"Frederick_IV,_Duke_of_Saxe-Gotha-Altenburg",Duke of Saxe-Gotha-Altenburg,,,,1774,1825,
"Frederick_Louis,_Hereditary_Grand_Duke_of_Mecklenburg-Schwerin",Hereditary Grand Duke of Mecklenburg-Schwerin,,,,1778,1819,
"Frederick_Michael,_Count_Palatine_of_Zweibrücken",Count Palatine of Zweibrücken,,,,1724,1767,
Frederick_Milner,,,,,1849,1931,
Frederick_Orr-Lewis,,,,,1860,1921,
"Frederick_VI,_Landgrave_of_Hesse-Homburg",,,,,1769,1829,
"Frederick_William,_Duke_of_Courland",Duke of Courland and Semigallia,,,,1692,1711,
"Frederick_William,_Duke_of_Mecklenburg-Schwerin",,,,,1675,1713,
"Frederick_William,_Elector_of_Hesse",,,,,1802,1875,
"Frederick_William,_Grand_Duke_of_Mecklenburg-Strelitz",,,,,1819,1904,
Frederick_of_Denmark_(bishop),,,,,1532,1556,
Fredericka_Elisabeth_of_Saxe-Eisenach,,,,,1669,1730,
"Friedrich,_Duke_of_Schleswig-Holstein-Sonderburg-Glücksburg",Duke of Schleswig-Holstein-Sonderburg-Glücksburg,,,,1814,1885,
"Friedrich,_Hereditary_Prince_of_Anhalt",Hereditary Prince of Anhalt,,,,1938,1963,
"Friedrich,_Prince_of_Waldeck_and_Pyrmont",Prince of Waldeck and Pyrmont,,,,1865,1946,
"Friedrich_Anton_Ulrich,_Prince_of_Waldeck_and_Pyrmont",Prince of Waldeck and Pyrmont,,,,1676,1728,
"Friedrich_Christian,_Margrave_of_Meissen",Margrave of Meissen,,,,1893,1968,
"Friedrich_Ferdinand,_Duke_of_Schleswig-Holstein",Duke of Schleswig-Holstein,,,,1855,1934,
"Friedrich_Franz,_Hereditary_Grand_Duke_of_Mecklenburg-Schwerin",Hereditary Grand Duke of Mecklenburg-Schwerin,,,,1910,2001,
Friedrich_Franz_von_Hohenlohe-Waldenburg-Schillingsfürst,Friedrich Franz von Hohenlohe-Waldenburg-Schillingsfürst,,,,1879,1958,Hungary
"Friedrich_Günther,_Prince_of_Schwarzburg",Prince of Schwarzburg,,,,1901,1971,
"Friedrich_Günther,_Prince_of_Schwarzburg-Rudolstadt",Prince of Schwarzburg-Rudolstadt,,,,1793,1867,
"Friedrich_Hermann_Otto,_Prince_of_Hohenzollern-Hechingen",Prince of Hohenzollern-Hechingen,,,,1776,1838,
"Friedrich_II,_Duke_of_Anhalt",Duke of Anhalt,,,,1856,1918,
"Friedrich_Karl_August,_Prince_of_Waldeck_and_Pyrmont",Prince of Waldeck and Pyrmont,,,,1743,1812,
"Friedrich_Wilhelm,_Duke_of_Saxe-Meiningen",Duke of Saxe-Meiningen,,,,1679,1746,
"Friedrich_Wilhelm,_Prince_of_Hohenzollern",Prince of Hohenzollern,,,,1924,2010,Germany
"Friedrich_Wilhelm,_Prince_of_Wied",Prince of Wied,,,,1931,2000,
"Friedrich_Wilhelm_I,_Duke_of_Saxe-Weimar",,,,,1562,1602,
"Friedrich_Wilhelm_II,_Duke_of_Saxe-Altenburg",,,,,1603,1669,
"Friedrich_Wilhelm_III,_Duke_of_Saxe-Altenburg",,,,,1657,1672,
Frédéric_Maurice_Casimir_de_La_Tour_d'Auvergne,Prince of Turenne,,,,1702,1723,
Fujiwara_no_Genshi,,,,,1016,1039,
Fujiwara_no_Kenshi_(Sanjō),,,,,994,1027,
Fulco_Ruffo_di_Calabria,6th Duke of Guardia Lombarda,,,,1884,1946,
Fuquan_(prince),"['Prince Yu of the First Rank', '(裕親王)']",,,,1653,1703,
Fahad_bin_Saud_bin_Abdulaziz_Al_Saud,"['Saudi Prince', 'Former Minister of Defense', 'Son ofKing Saud']",,,,1923,2006,
Fahd_bin_Salman_bin_Abdulaziz_Al_Saud,,,,,1954,2001,
Faisal_II_of_Iraq,,,,,1935,1958,Iraq
Faisal_bin_Turki_I_bin_Abdulaziz_Al_Saud,Saudi Prince,,,,1918,1968,Saudi Arabia
Fanny_Kekelaokalani,,,,,1806,1880,
Farida_of_Egypt,,,,,1921,1988,
Fatafehi_Tuʻipelehake,Prince of Tonga,,,,1922,1999,Tonga
Fateh_Singh_of_Udaipur_and_Mewar,Ruler ofUdaipur State,,,,1849,1930,
Fathia_Ghali,,,,,1930,1976,
Fatimah_el-Sharif,Queen consort of Libya,,,,1911,2009,
Fatma_Neslişah,,,,,1921,2012,
Fatma_Pesend_Hanımefendi,,,,,1876,1924,
Fatma_Sultan_(daughter_of_Abdülmecid_I),,,,,1840,1884,
Faustin_E._Wirkus,King of La Gonâve,,,,1896,1945,United States
Fawwaz_bin_Abdulaziz_Al_Saud,,,,,1934,2008,
"Federico_Ubaldo_della_Rovere,_Duke_of_Urbino",,,,,1605,1623,
Fehime_Sultan,,,,,1875,1929,
Fenenna_of_Kuyavia,,,,,1276,1295,
"Ferdinand,_5th_Prince_Kinsky_of_Wchinitz_and_Tettau",Prince Kinsky of Wchinitz and Tettau,,,,1781,1812,
"Ferdinand,_Prince_of_Asturias",Prince of Asturias; (Archduke of Austria;Infante of Spain),,,,1571,1578,
Ferdinand_II_of_Aragon,,,,,1452,1516,
"Ferdinando_Carlo_Gonzaga,_Duke_of_Mantua_and_Montferrat",,,,,1652,1708,
Fereydoun_Mirza_Qajar,,,,,1922,1975,
"Fernando_I,_Duke_of_Braganza",,,,,1403,1478,
Filizten_Hanımefendi,,,,,1865,1945,
"Francesco_Farnese,_Duke_of_Parma",,,,,1678,1727,
"Francesco_III_d'Este,_Duke_of_Modena",,,,,1698,1780,
"Francesco_I_d'Este,_Duke_of_Modena",Duke of Modena and Reggio,,,,1610,1658,
"Francesco_Maria_II_della_Rovere,_Duke_of_Urbino",,,,,1549,1631,
Garzia_de'_Medici,,,,,1547,1562,Italy
"Gaston,_Count_of_Marsan",Count of Marsan,,,,1721,1743,France
"Geoffrey,_Count_of_Nantes",Count of Nantes,,,,1134,1158,
"Georg,_Crown_Prince_of_Saxony",Crown Prince of Saxony,,,,1893,1943,
"Georg,_Duke_of_Saxe-Altenburg",Duke of Saxe-Altenburg,,,,1796,1853,
"Georg_Alexander,_Duke_of_Mecklenburg",Duke of Mecklenburg,,,,1921,1996,
"Georg_I,_Duke_of_Saxe-Meiningen",Duke of Saxe-Meiningen,,,,1761,1803,
"Georg_II,_Duke_of_Saxe-Meiningen",Duke of Saxe-Meiningen,,,,1826,1914,
"Georg_Moritz,_Hereditary_Prince_of_Saxe-Altenburg",Hereditary Prince of Saxe-Altenburg,,,,1900,1991,
"George,_Duke_of_Mecklenburg",Duke of Mecklenburg,,,,1899,1963,
"George,_Grand_Duke_of_Mecklenburg-Strelitz",,,,,1779,1860,
"George_Albert,_Prince_of_Schwarzburg-Rudolstadt",Prince of Schwarzburg-Rudolstadt,,,,1838,1890,
George_Bagration_of_Mukhrani,,,,,1884,1957,
George_Bracewell_Smith,2nd Baronet Keighley,,,,1912,1976,
George_Clark_Williams,,,,,1878,1958,
George_Holcroft,,,,,1856,1951,
"George_I,_Landgrave_of_Hesse-Darmstadt",Landgrave of Hesse-Darmstadt,,,,1547,1596,
"George_I,_Prince_of_Waldeck_and_Pyrmont",Prince of Waldeck and Pyrmont,,,,1747,1813,
"George_II,_Landgrave_of_Hesse-Darmstadt",Landgrave of Hesse-Darmstadt,,,,1605,1661,
"George_II,_Prince_of_Waldeck_and_Pyrmont",Prince of Waldeck and Pyrmont,,,,1789,1845,
"George_Louis,_Prince_of_Erbach-Schönberg",Prince of Erbach-Schönberg,,,,1903,1971,
"George_Maximilianovich,_6th_Duke_of_Leuchtenberg",Duke of Leuchtenberg,,,,1852,1912,
George_Sleight,,,,,1853,1921,
George_Stucley,,,,,1812,1900,
George_Tapps-Gervis,,,,,1795,1842,
George_Tapps-Gervis-Meyrick,,,,,1827,1896,
"George_Victor,_Prince_of_Waldeck_and_Pyrmont",Prince of Waldeck and Pyrmont,,,,1831,1893,
"George_William,_Prince_of_Schaumburg-Lippe",,,,,1784,1860,
George_XII_of_Georgia,,,,,1746,1800,
Gerolama_Orsini,,,,,1504,1590,
"Gertrude_of_Flanders,_Duchess_of_Lorraine",,,,,1070,1117,
Gertrude_of_Sulzbach,,,,,1114,1146,
Gevheri_Kadınefendi,,,,,1856,1884,
Ghazi-ud-Din_Haidar_Shah,"['Nawab Wazir al-Mamalik of Awadh', 'Padshah-e Awadh Shah-e Zaman']",,,,1769,1827,
Ghazi_Muhammad,,,,,1795,1832,
Ghiyath_ad-Din_Mas'ud,,,,,1108,1152,
Ghulam_Muhammad_Ali_Khan,Nawab of Arcot,,,,1882,1952,
Gian_Carlo_de'_Medici,,,,,1611,1663,
Gideon_Kailipalaki_Laanui,,,,,1840,1871,
Gideon_Peleioholani_Laanui,,,,,1797,1849,
Gaius_Julius_Verus_Maximus,Caesarof theRoman Empire,,,,217,238,
Galla_(wife_of_Theodosius_I),,,,,370,394,
Gao_Baorong,3rd king ofJingnan,,,,920,960,
Gao_Baoxu,4th king ofJingnan,,,,924,962,
Gao_Cheng,,,,,521,549,
Gao_Huan,,,,,496,547,
Gao_Wei,,,,,557,577,
"Garsenda,_Countess_of_Forcalquier","['Countess of Provence', 'Countess of Forcalquier']",,,,1180,1242,
Giovanni_de'_Medici_(cardinal),Cardinal of the Holy Roman Church,,,,1544,1562,Italy
Gisela_Agnes_of_Anhalt-Köthen,Princess consort of Anhalt-Dessau,,,,1722,1751,
Gisela_of_Swabia,,,,,989,1043,
Gleb_Svyatoslavich,,,,,1052,1078,
"Godefroy_Maurice_de_La_Tour_d'Auvergne,_Duke_of_Bouillon",Duke of Bouillon,,,,1636,1721,
Godefroy_de_La_Tour_d'Auvergne,Duke of Bouillon,,,,1728,1792,
Gomani_II,,,,,1921,1954,Mozambique
"Gottfried,_Prince_of_Hohenlohe-Langenburg",Prince of Hohenlohe-Langenburg,,,,1897,1960,
Grace_Kamaikui,,,,,1808,1866,
Grand_Duchess_Alexandra_Pavlovna_of_Russia,Archduchess Alexandra of Austria,,,,1783,1801,
Grand_Duchess_Anastasia_Mikhailovna_of_Russia,,,,,1860,1922,
Grand_Duchess_Catherine_Mikhailovna_of_Russia,Duchess George Augustus of Mecklenburg-Strelitz,,,,1827,1894,
Grand_Duchess_Elizabeth_Mikhailovna_of_Russia,,,,,1826,1845,
Grand_Duchess_Elizabeth_Nicholaevna_of_Russia,Grand Duchess of Russia,,,,1826,1829,
Grand_Duchess_Kira_Kirillovna_of_Russia,Princess of Prussia,,,,1909,1967,
Grand_Duchess_Maria_Kirillovna_of_Russia,Princess of Leiningen,,,,1907,1951,
Grand_Duchess_Maria_Nikolaevna_of_Russia_(1819–1876),Duchess of Leuchtenberg,,,,1819,1876,
Grand_Duchess_Maria_Pavlovna_of_Russia_(1890–1958),"['Duchess of Södermanland', 'Princess Sergei Mikhailovich Putyatin']",,,,1890,1958,
Grand_Duchess_Natalia_Petrovna_of_Russia_(1718–1725),,,,,1718,1725,
Grand_Duchess_Olga_Nikolaevna_of_Russia,,,,,1895,1918,
Grand_Duchess_Olga_Pavlovna_of_Russia,,,,,1792,1795,
Grand_Duchess_Vera_Constantinovna_of_Russia,Duchess Eugen of Württemberg,,,,1854,1912,
Grand_Duchess_Xenia_Alexandrovna_of_Russia,,,,,1875,1960,
Grand_Duke_Alexei_Mikhailovich_of_Russia,,,,,1875,1895,
Grand_Duke_Andrei_Vladimirovich_of_Russia,,,,,1879,1956,
Grand_Duke_George_Mikhailovich_of_Russia_(1863–1919),,,,,1863,1919,
Grand_Duke_Michael_Pavlovich_of_Russia,,,,,1798,1849,
Grand_Duke_Nicholas_Mikhailovich_of_Russia,,,,,1859,1919,
Grand_Duke_Sergei_Mikhailovich_of_Russia,,,,,1869,1918,
Grand_Duke_Vyacheslav_Constantinovich_of_Russia,,,,,1862,1879,
Gregory_Foster,,,,,1866,1931,
Growth_of_Pedro_II_of_Brazil,,,,,1825,1891,Brazil
Gryfina_of_Halych,,,,,1248,1309,
