title,ontology/title,deathPlace,birthPlace,num_spouses,ontology/birthYear,ontology/deathYear,birthCountry
Princess_Maria_Vittoria_Margherita_of_Savoy,Princess of Savoy,,,,1740,1742,
Princess_Maria_Vittoria_of_Savoy,Countess of Syracuse,,,,1814,1874,
Princess_Maria_de_la_Esperanza_of_Bourbon-Two_Sicilies,Princess of Orléans-Braganza,,,,1914,2005,Spain
Princess_Maria_de_los_Dolores_of_Bourbon-Two_Sicilies,Princess Maria de los Dolores Czartoryska,,,,1909,1996,Spain
Princess_Maria_di_Grazia_of_Bourbon-Two_Sicilies,Princess of Orléans-Braganza,,,,1878,1973,France
Princess_Maria_of_Romania_(1870–1874),Princess of Romania,,,,1870,1874,Romania
Princess_Marianne_of_Prussia,Princess Wilhelm of Hesse-Philippsthal-Barchfeld,,,,1913,1983,
Princess_Marianne_of_the_Netherlands,,,,,1810,1883,
Princess_Marie-Auguste_of_Anhalt,Princess Marie Auguste of Prussia,,,,1898,1983,
Princess_Marie_Adelaide_of_Luxembourg,"['Princess of Nassau', 'Princess of Luxembourg', 'Princess of Bourbon-Parma', 'Countess Henckel von Donnersmarck']",,,,1924,2007,Luxembourg
Princess_Marie_Adelheid_of_Lippe,"['Princess Heinrich XXXII Reuss of Köstritz', 'Princess Heinrich XXXV Reuss of Köstritz']",,,,1895,1993,
Princess_Marie_Alexandra_of_Schleswig-Holstein,,,,,1927,2000,
Princess_Marie_Alexandrine_of_Saxe-Weimar-Eisenach,Princess Heinrich VII Reuss of Köstritz,,,,1849,1922,
Princess_Marie_Anne_of_France,Fille de France,,,,1664,1664,France
Princess_Marie_Anne_of_Saxe-Altenburg,Princess consort of Schaumburg-Lippe,,,,1864,1918,
Princess_Marie_Auguste_of_Thurn_and_Taxis,Duchess of Württemberg,,,,1706,1756,
Princess_Marie_Elisabeth_of_Saxe-Meiningen,Princess of Saxe-Meiningen,,,,1853,1923,
Princess_Marie_Frederica_of_Hesse-Kassel,Duchess consort of Saxe-Meiningen,,,,1804,1888,
Princess_Marie_Gasparine_of_Saxe-Altenburg,,,,,1845,1930,
Princess_Marie_Isabelle_of_Orléans,Countess of Paris,,,,1848,1919,Spain
Princess_Marie_Louise_of_Hanover,Princess Marie Louise of Baden,,,,1879,1948,Austria
Princess_Marie_Louise_of_Orléans_(1896–1973),Princess Marie Louise of Bourbon-Two Sicilies,,,,1896,1973,
Princess_Marie_Louise_of_Savoy,Princess of Lamballe,,,,1749,1792,Italy
Princess_Marie_Luise_Charlotte_of_Hesse-Kassel,Princess Frederick Augustus of Anhalt-Dessau,,,,1814,1895,Denmark
Princess_Marie_Melita_of_Hohenlohe-Langenburg,Duchess of Schleswig-Holstein,,,,1899,1967,
Princess_Marie_Victoire_d'Arenberg,,,,,1714,1793,Belgium
Princess_Marie_Zéphyrine_of_France,,,,,1750,1755,France
Princess_Marie_of_Baden_(1782–1808),,,,,1782,1808,
Princess_Marie_of_Baden_(1834–1899),,,,,1834,1899,
Princess_Marie_of_Battenberg,Princess of Erbach-Schönberg,,,,1852,1923,
Princess_Marie_of_Hesse-Kassel,,,,,1796,1880,
Princess_Marie_of_Nassau,Princess of Wied,,,,1825,1902,
Princess_Marie_of_Orléans_(1813–1839),,,,,1813,1839,
Princess_Marie_of_Orléans_(1865–1909),Princess Valdemar of Denmark,,,,1865,1909,
Princess_Marie_of_Prussia_(1855–1888),"['Princess Henry of the Netherlands', 'Princess Albert of Saxe-Altenburg']",,,,1855,1888,
Princess_Marie_of_Saxe-Altenburg_(1854–98),Princess Albert of Prussia,,,,1854,1898,
Princess_Marie_of_Schwarzburg-Rudolstadt,,,,,1850,1922,
Princess_Marie_of_Waldeck_and_Pyrmont,Princess William of Württemberg,,,,1857,1882,
Princess_Marie_of_Windisch-Graetz,Duchess Marie of Mecklenburg,,,,1856,1929,
Princess_Marie_of_the_Netherlands,Princess of Wied,,,,1841,1910,Netherlands
Princess_Marina_Petrovna_of_Russia,Princess Marina Petrovna Golitsyna,,,,1892,1981,France
Princess_María_de_las_Mercedes_of_Bourbon-Two_Sicilies,Countess of Barcelona,,,,1910,2000,
Princess_Mathilde_Caroline_of_Bavaria,Grand Duchess of Hesse,,,,1813,1862,
Princess_Mathilde_Sophie_of_Oettingen-Oettingen_and_Oettingen-Spielberg,,,,,1816,1886,
Princess_Mathilde_of_Bavaria_(1877–1906),Princess Ludwig of Saxe-Coburg and Gotha,,,,1877,1906,
Princess_Mathilde_of_Saxony_(1863–1933),Princess Mathilde of Saxony,,,,1863,1933,
Princess_Mathilde_of_Waldeck_and_Pyrmont,,,,,10,1825,
Princess_Nadejda_Petrovna_of_Russia,,,,,1898,1988,
Princess_Nadezhda_of_Bulgaria,Duchess of Württemberg,,,,1899,1958,
Princess_Nina_Georgievna_of_Russia,Princess Paul Aleksandrovich Chavchavadze,,,,1901,1974,
Princess_Olga_of_Hanover_(1884–1958),,,,,1884,1958,Austria
Princess_Ortrud_of_Schleswig-Holstein-Sonderburg-Glücksburg,Princess of Hanover Duchess of Brunswick,,,,1925,1980,Germany
Princess_Pan,,,,,968,989,
Princess_Paula_of_Brazil,,,,,1823,1833,Brazil
"Princess_Pauline,_Duchess_of_Sagan","['Duchess of Sagan', 'Princess of Hohenzollern-Hechingen']",,,,1782,1845,
Princess_Pauline_of_Anhalt-Bernburg,,,,,1769,1820,
Princess_Pauline_of_Orange-Nassau,,,,,1800,1806,
Princess_Pauline_of_Saxe-Weimar-Eisenach,Hereditary Grand Duchess of Saxe-Weimar-Eisenach,,,,1852,1904,
Princess_Pauline_of_Waldeck_and_Pyrmont,Princess of Bentheim and Steinfurt,,,,1855,1925,
Princess_Pauline_of_Württemberg_(1810–1856),,,,,1810,1856,
Princess_Pauline_of_Württemberg_(1877–1965),Princess of Wied,,,,1877,1965,
Princess_Pilar_of_Bavaria,Princess Pilar of Bavaria,,,,1891,1987,
Princess_Regina_of_Saxe-Meiningen,Crown Princess of Austria Hungary and Bohemia,,,,1925,2010,
Princess_Rosemary_of_Salm-Salm,Archduchess and Princess Rosemary of Austria; Princess Rosemary of Hungary Bohemia and Tuscany,,,,1904,2001,
Princess_Sophia_Dorothea_of_Prussia,Margravine of Brandenburg-Schwedt,,,,1719,1765,
Princess_Sophia_of_Sweden,Duchess of Saxe-Lauenburg,,,,1547,1611,
Princess_Sophia_of_the_United_Kingdom,,,,,1777,1848,
Princess_Sophie_Antoinette_of_Brunswick-Wolfenbüttel,Duchess of Saxe-Coburg-Saalfeld,,,,1724,1802,
Princess_Sophie_Caroline_of_Brunswick-Wolfenbüttel,Margravine of Brandenburg-Bayreuth,,,,1737,1817,
Princess_Sophie_Friederike_of_Thurn_and_Taxis,Princess Sophie Friederike Radziwiłł,,,,1758,1800,
Princess_Sophie_Hélène_Béatrice_of_France,,,,,1786,1787,France
Princess_Sophie_of_Baden,Princess of Lippe,,,,1834,1904,
Princess_Sophie_of_Greece_and_Denmark,"['Princess of Hanover', 'Princess of Greece and Denmark', 'Princess of Hesse']",,,,1914,2001,Greece
Princess_Sophie_of_Liechtenstein,,,,,1837,1899,
Princess_Sophie_of_Luxembourg,Princess Sophie of Saxony,,,,1902,1941,Luxembourg
Princess_Sophie_of_Saxe-Coburg-Saalfeld,Countess of Mensdorff-Pouilly,,,,1778,1835,
Princess_Sophie_of_Saxe-Hildburghausen,Hereditary Princess of Saxe-Coburg-Saalfeld,,,,1760,1776,
Princess_Sophie_of_Saxe-Weimar-Eisenach_(1888–1913),Princess of Saxe-Weimar-Eisenach,,,,1888,1913,
Princess_Sophie_of_Saxe-Weimar-Eisenach_(1911–1988),Princess consort of Schwarzburg,,,,1911,1988,
Princess_Sophie_of_Saxony,Duchess Sophie in Bavaria,,,,1845,1867,
Princess_Sophie_of_the_Netherlands,,,,,1824,1897,Netherlands
Princess_Theresa_of_Liechtenstein,Princess Arnulf of Bavaria,,,,1850,1938,
Princess_Therese_of_Nassau-Weilburg,Duchess Therese of Oldenburg,,,,1815,1871,
Princess_Therese_of_Saxe-Altenburg,Duchess of Dalarna,,,,1836,1914,
Princess_Thyra_of_Denmark_(1880–1945),,,,,1880,1945,
Princess_Thérèse_of_France,Fille de France,,,,1736,1744,France
Princess_Ulrike_Friederike_Wilhelmine_of_Hesse-Kassel,Duchess of Oldenburg,,,,1722,1787,
Princess_Urraca_of_Bourbon-Two_Sicilies,Princess Urraca of Bourbon-Two Sicilies,,,,1913,1999,
Princess_Vera_Constantinovna_of_Russia,,,,,1906,2001,
Princess_Victoria_Charlotte_of_Anhalt-Zeitz-Hoym,Margravine of Brandenburg-Bayreuth,,,,1715,1772,
Princess_Vilhelmine_Marie_of_Denmark,Princess Frederick of Denmark,,,,1808,1891,
Princess_Wilhelmina_Caroline_of_Denmark,,,,,1747,1820,Denmark
Princess_Wilhelmina_of_Hesse-Kassel,Princess Henry of Prussia,,,,1726,1808,
"Princess_Wilhelmine,_Duchess_of_Sagan",Duchess of Sagan,,,,1781,1839,
Princess_Wilhelmine_Ernestine_of_Denmark,,,,,1650,1706,
Princess_Xenia_Andreevna_of_Russia,,,,,1919,2000,France
Princess_Xenia_of_Montenegro,Princess of Montenegro,,,,1881,1960,Montenegro
Princess_Élisabeth_Charlotte_of_Lorraine,Princess of Lorraine,,,,1700,1711,
Pākī,,,,,1808,1855,
Qian_Hongzuo,,,,,928,947,
Qian_Yuanguan,,,,,887,941,
Qigong_(artist),,,,,1912,2005,
Queen_Ansun,,,,,1445,1499,
Queen_Dangyeong,Queen Consort of Joseon,,,,1487,1557,
Queen_Gonghye,Queen Consort of Joseon,,,,1456,1474,
Queen_Heonae,,,,,964,1029,
Queen_Hyoui,,,,,1753,1821,
Queen_Ingyeong,,,,,1661,1680,
Queen_Inhyeon,,,,,1667,1701,
Queen_Inmok,Queen Consort of Joseon,,,,1584,1632,
Queen_Inseon,Queen Consort of Joseon,,,,1619,1674,
Queen_Inseong,Queen Consort of Joseon,,,,1514,1578,
Queen_Insun,Queen Consort of Joseon,,,,1532,1575,
Queen_Inwon,,,,,1687,1757,
Queen_Inyeol,,,,,1594,1636,
Queen_Janggyeong,Queen Consort of Joseon,,,,1491,1515,
Queen_Jangnyeol,Queen Consort of Joseon,,,,1624,1688,
Queen_Jeonghui,,,,,1418,1483,
Queen_Jeonghyeon,Queen Consort of Joseon,,,,1462,1530,
Queen_Jeongsun,Queen Consort of Joseon,,,,1745,1805,
Queen_Marau,Queen consort of Tahiti,,,,1860,1935,
Queen_Munjeong,Queen Consort of Korea,,,,1501,1565,
Queen_Myeongseong,Queen Consort of Joseon,,,,1642,1684,
Queen_Seonui,Queen Consort of Joseon,,,,1705,1730,
Queen_Uiin,Queen Consort of Joseon,,,,1555,1600,
Queen_Zhou_the_Elder,Queen Zhaohui of(Southern) Tang,,,,936,964,
Robert_Hobart,,,,,1836,1928,
"Robert_Hugo,_Duke_of_Parma",Duke of Parma,,,,1909,1974,
Robert_Ropner,,,,,1838,1924,
Robert_Young_(Hawaii),,,,,1796,1813,
Robert_of_Vermandois,,,,,907,967,
Robin_Medforth-Mills,,,,,1942,2002,
Roger_Cave,,,,,1655,1703,
Roland_Bonaparte,,,,,1858,1924,
Rostislav_Vsevolodovich,Prince of Pereyaslavl,,,,1070,1093,
Rostislav_of_Tmutarakan,"['(izgoi)', 'Prince ofTmutarakan']",,,,1038,1066,
Rowland_Hodge,,,,,1859,1950,
Rozala_of_Italy,,,,,937,1003,
"Rudolf,_6th_Prince_Kinsky_of_Wchinitz_and_Tettau",Prince Kinsky of Wchinitz and Tettau,,,,1802,1836,
"Rudolf,_9th_Prince_Kinsky_of_Wchinitz_and_Tettau",Prince Kinsky of Wchinitz and Tettau,,,,1859,1930,
Rumeysa_Aredba,,,,,1873,1929,
"Rupert_Cambridge,_Viscount_Trematon",Viscount Trematon,,,,1907,1928,
Rushout_Cullen,,,,,1661,1730,
Ramachandra_Tondaiman,Raja of Pudukkottai,,,,1829,1886,
Ramchandra_Pant_Amatya,,,,,1650,1716,
Rana_Raimal,RanaofMewar,,,,1473,1509,
Randal_Beresford,,,,,1669,1681,
Rani_Durgavati,,,,,1524,1564,
Rao_Jaimal,,,,,1507,1568,
Ravi_Varma_of_Padinjare_Kovilakam,,,,,1745,1793,
Raya_Raghunatha_Tondaiman,Raja of Pudukkottai,,,,1738,1789,
Reftarıdil_Kadınefendi,,,,,1838,1936,
Remişnaz_Hanımefendi,,,,,1864,1934,
Reresby_Sitwell,,,,,1927,2009,
Resan_Hanımefendi,,,,,1860,1910,
"Richard,_4th_Prince_of_Sayn-Wittgenstein-Berleburg",4th Prince of Sayn-Wittgenstein-Berleburg,,,,1882,1925,Germany
"Richard,_Count_of_Étampes",Count of Vertus and Étampes,,,,1396,1438,
Richard_Heron,,,,,1726,1824,
Richard_Vassar-Smith,,,,,1909,1995,
"Richardis_of_Schwerin,_Queen_of_Sweden",,,,,1347,1377,
Rinaldo_d'Este_(1655–1737),Duke of Modena,,,,1655,1737,Italy
Rabia_Sultan,"[""Sultanü'l-muhadderat"", ""Umdetü'l-muvahhirat"", ""Tacü'l-mesturat"", 'Dürre-i dürr-i ismet', ""Gurre-i bürci'l-iffet"", ""Sahibü'd-devleti'l-kariyye"", ""Fatimetü'z-zeman"", ""Ayişetü'd-devran"", ""El-mahfufe bir sınuf-ı avatıfı'l-meliki'l-mennan"", 'Haseki sultan']",,,,1672,1722,Greece
Raghunatha_Raya_Tondaiman,Raja of Pudukkottai,,,,1641,1730,
Raghunatha_Tondaiman_II,Raja of Pudukkottai,,,,1798,1839,
"Raimundo,_2nd_Duke_of_Castel_Duino",Duke of Castel Duino,,,,1907,1986,
Raj_Singh_I,RanaofMewar,,,,1629,1680,
Raj_Singh_II,MaharanaofMewar,,,,1743,1761,
Raja_Ashman_Shah,Yang Teramat Mulia Raja Kechil Sulong of Perak,,,,1958,2012,
Raja_Nara_Singh,King of Manipur,,,,1792,1850,
Raja_Rampal_Singh,Raja of Kalakankar,,,,1849,1909,
Rajagopala_Tondaiman,Raja of Pudukkottai,,,,1922,1997,
Rajinder_Singh,,,,,1872,1900,
Ralph_Lopes,,,,,1788,1854,
Sattam_bin_Abdulaziz_Al_Saud,,,,,1941,2013,
Saud_bin_Abdulaziz,Emir of Jabal Shammar,,,,1897,1906,
Seeta_bint_Abdulaziz_Al_Saud,,,,,1930,2011,
Seniha_Sultan,,,,,1852,1931,
Serfiraz_Hanımefendi,,,,,1837,1905,
"Sergei_Georgievich,_8th_Duke_of_Leuchtenberg",Duke of Leuchtenberg,,,,1890,1974,
Servetsezâ_Kadınefendi,,,,,1823,1879,
Sethu_Lakshmi_Bayi,Regent Maharani prev. Senior Queen of Attingal,,,,1895,1985,
Sethu_Parvathi_Bayi,Junior Maharani (Elaya Thampuran) of Attingal & Oueen Mother(Amma Maharani) Of Travancore,,,,1896,1983,
Shahinde_Marshania,,,,,1895,1924,
Shahoji_II,,,,,1910,1983,
Shahriar_Shafiq,,,,,1945,1979,Morocco
Shambhu_Singh,Ruler ofUdaipur State,,,,1847,1874,
Shams_Pahlavi,Princess of Iran,,,,1917,1996,
Shangguan_Wan'er,,,,,664,710,
Shehu_Abubakar,,,,,1938,2014,Nigeria
Shi_Chonggui,Emperor of (Later) Jin,,,,914,974,
Shi_Jingtang,EmperorGaozu of(Later) Jin,,,,892,942,
Shi_Siming,,,,,703,761,
Shivaji_V,,,,,1941,1946,
Shivajirao_Holkar,,,,,1859,1908,
Shivakiar_Ibrahim,,,,,1876,1947,
Shunbajunki,,,,,1185,1248,
Shunten,,,,,1166,1237,
Shō_Boku,,,,,1739,1794,
Shō_Eki,,,,,1678,1712,
Shō_En,,,,,1415,1476,
Shō_Gen,,,,,1528,1572,
Shō_Hashi,,,,,1371,1439,
Shō_Hō,,,,,1590,1640,
Shō_Iku,,,,,1813,1847,
Shō_Kei,,,,,1700,1752,
Shō_Kō,,,,,1787,1834,
Shō_Nei,,,,,1564,1620,
Shō_Sei,,,,,1497,1555,
Shō_Sei_(r._1803),,,,,1800,1803,
Shō_Shin,,,,,1465,1526,
Shō_Shitsu,,,,,1629,1668,
Shō_Taikyū,,,,,1415,1460,
Shō_Tei,,,,,1645,1709,
Shō_Toku,,,,,1441,1469,
Sibylle_of_Bavaria,,,,,1489,1519,
Sibylle_of_Cleves,,,,,1512,1554,
Sibylle_of_Saxony,,,,,1515,1592,
Sidkeong_Tulku_Namgyal,,,,,1879,1914,
Sidonie_of_Bavaria,,,,,1488,1505,
Sidonie_of_Poděbrady,Duchess consort of SaxonyandMargravine consort of Meissen,,,,1449,1510,
Sidonie_of_Saxony,Duchess of Brunswick-LüneburgPrincess of Calenberg-Göttingen,,,,1518,1575,
"Siegfried_I,_Count_of_Sponheim",Margrave of the Hungarian March,,,,1010,1065,
Sigrid_of_Sweden_(1566–1633),,,,,1566,1633,
"Simon_III,_Count_of_Saarbrücken","['Count of Saarbrücken', 'Graf von Saarbrücken']",,,,1180,1243,
Simon_II_of_Clermont,,,,,1210,1286,
"Simon_IV,_Count_of_Saarbrücken","['Count of Saarbrücken', 'Seigneur of Commercy']",,,,1247,1308,
Simonida,,,,,1294,1340,
Sipihr_Shikoh,Shahzada of theMughal Empire,,,,1644,1708,India
"Sir_Abraham_Hume,_1st_Baronet",,,,,1703,1772,
"Sir_Adam_Hay,_7th_Baronet",,,,,1795,1867,
"Sir_Alexander_Baird,_1st_Baronet",,,,,1849,1920,
"Sir_Alexander_Cornewall_Duff-Gordon,_3rd_Baronet",,,,,1811,1872,
"Sir_Alexander_Don,_6th_Baronet",,,,,1780,1826,
"Sir_Alexander_Grant,_8th_Baronet",,,,,1782,1854,
"Sir_Alexander_Lauder,_4th_Baronet",,,,,1698,1730,
"Sir_Alexander_Reid,_3rd_Baronet",,,,,1932,1972,
"Sir_Alfred_Hickman,_1st_Baronet",,,,,1830,1910,
"Sir_Andrew_Agnew,_8th_Baronet",,,,,1818,1892,
"Sir_Andrew_Agnew,_9th_Baronet",,,,,1850,1928,
"Sir_Andrew_Porter,_1st_Baronet",,,,,1837,1919,
"Sir_Anthony_Cope,_4th_Baronet",,,,,1632,1675,
"Sir_Archer_Croft,_2nd_Baronet",,,,,1683,1753,
"Sir_Arthur_Acheson,_5th_Baronet",,,,,1688,1748,
"Sir_Arthur_Blakiston,_7th_Baronet",,,,,1892,1974,
"Sir_Arthur_Elton,_7th_Baronet",,,,,1818,1883,
"Sir_Arthur_Gore,_2nd_Baronet",,,,,1685,1742,
"Sir_Arthur_Wheeler,_1st_Baronet",,,,,1860,1943,
"Sir_Arthur_Young,_1st_Baronet",,,,,1889,1950,
"Sir_Bysshe_Shelley,_1st_Baronet",,,,,1731,1815,
"Sir_Charles_Asgill,_1st_Baronet",,,,,1713,1788,
"Sir_Charles_Burrell,_3rd_Baronet",,,,,1774,1862,
"Sir_Charles_Cockerell,_1st_Baronet",,,,,1755,1837,
"Sir_Charles_Cope,_2nd_Baronet",,,,,1743,1781,
"Sir_Charles_Langham,_13th_Baronet",,,,,1870,1951,
"Sir_Charles_Lewis,_1st_Baronet",,,,,1825,1893,
"Sir_Charles_Lloyd,_1st_Baronet,_of_Milfield",,,,,1662,1723,
"Sir_Charles_Lockhart-Ross,_7th_Baronet",,,,,1763,1814,
"Sir_Charles_Lowther,_3rd_Baronet",,,,,1803,1894,
"Sir_Charles_Lowther,_4th_Baronet",,,,,1880,1949,
"Sir_Charles_Morgan,_2nd_Baronet",,,,,1760,1846,
"Sir_Charles_Oakeley,_1st_Baronet",,,,,1751,1826,
"Sir_Charles_Price,_1st_Baronet",,,,,1747,1818,
"Sir_Charles_Talbot,_2nd_Baronet",,,,,1751,1812,
"Sir_Charles_Turner,_1st_Baronet,_of_Warham",,,,,1666,1738,
"Sir_Charles_Turner,_2nd_Baronet",,,,,1773,1810,
"Sir_Charles_Tynte,_5th_Baronet",,,,,1710,1785,
"Sir_Charles_Wolseley,_7th_Baronet",,,,,1769,1846,
"Sir_Christopher_Conyers,_2nd_Baronet",,,,,1621,1693,
"Sir_Christopher_Musgrave,_5th_Baronet",,,,,1688,1736,
"Sir_Christopher_Sykes,_2nd_Baronet",,,,,1749,1801,
"Sir_Cuthbert_Quilter,_2nd_Baronet",,,,,1873,1952,
"Sir_David_Baird,_2nd_Baronet",2nd Baronet Baird,,,,1795,1852,
"Sir_David_Llewellyn,_1st_Baronet",,,,,1879,1940,
"Sir_David_Roche,_1st_Baronet",,,,,1791,1865,
"Sir_David_Wilson,_1st_Baronet",,,,,1855,1930,
"Sir_Donough_O'Brien,_1st_Baronet",,,,,1642,1717,
"Sir_Douglas_Alexander,_1st_Baronet",,,,,1864,1949,
"Sir_Edmund_Bacon,_5th_Baronet",,,,,1693,1738,
"Sir_Edmund_Elton,_8th_Baronet",,,,,1846,1920,
"Sir_Edmund_Filmer,_8th_Baronet",,,,,1809,1857,
"Sir_Edmund_Filmer,_9th_Baronet",,,,,1835,1886,
"Sir_Edmund_Isham,_6th_Baronet",,,,,1690,1772,
"Sir_Edmund_Samuel_Hayes,_3rd_Baronet",,,,,1806,1860,
"Sir_Edmund_Turton,_1st_Baronet",,,,,1857,1929,
"Sir_Edward_Acton,_1st_Baronet",,,,,1600,1659,
"Sir_Edward_Blackett,_4th_Baronet",,,,,1719,1804,
"Sir_Edward_Greene,_1st_Baronet",,,,,1842,1920,
"Sir_Edward_Grogan,_1st_Baronet",,,,,1802,1891,
"Sir_Edward_O'Brien,_2nd_Baronet",,,,,1705,1765,
"Sir_Edward_O'Brien,_4th_Baronet",,,,,1773,1837,
"Sir_Edward_Stradling,_2nd_Baronet",,,,,1601,1644,
"Sir_Edward_Winnington,_2nd_Baronet",,,,,1749,1805,
"Sir_Francis_Kinloch,_3rd_Baronet",,,,,1676,1747,
"Sir_Francis_Lowe,_1st_Baronet",,,,,1852,1929,
"Sir_Francis_Sykes,_2nd_Baronet",,,,,1767,1804,
"Sir_Francis_Vincent,_10th_Baronet",,,,,1803,1880,
"Sir_Frederick_Eley,_1st_Baronet",,,,,1866,1951,
"Sir_Frederick_Jones,_1st_Baronet",,,,,1854,1936,
"Sir_Frederick_Taylor,_1st_Baronet",,,,,1847,1920,
"Sir_Frederick_Wills,_1st_Baronet",,,,,1838,1909,
"Sir_George_Chute,_1st_Baronet",,,,,1665,1722,
"Sir_George_Clark,_2nd_Baronet",,,,,1883,1950,
"Sir_George_Dick-Lauder,_10th_Baronet",,,,,1852,1936,
"Sir_George_Elliot,_2nd_Baronet",,,,,1844,1895,
"Sir_George_Fletcher,_2nd_Baronet",,,,,1633,1700,
"Sir_George_Grobham_Howe,_1st_Baronet",,,,,1627,1676,
"Sir_George_Hill,_2nd_Baronet",,,,,1763,1839,
"Sir_George_Oxenden,_5th_Baronet",,,,,1694,1775,
"Sir_George_Philips,_2nd_Baronet",,,,,1789,1874,
"Sir_George_Russell,_4th_Baronet",,,,,1828,1898,
"Sir_George_Shee,_1st_Baronet",,,,,1758,1825,
"Sir_George_Wombwell,_1st_Baronet",,,,,1734,1780,
"Sir_Gerald_Hanson,_2nd_Baronet",,,,,1867,1946,
"Sir_Gilbert_Elliot,_1st_Baronet,_of_Minto",,,,,1650,1718,
"Sir_Glynne_Welby,_3rd_Baronet",,,,,1806,1875,
"Sir_Godfrey_Webster,_5th_Baronet",,,,,1789,1836,
"Sir_Hedworth_Williamson,_7th_Baronet",,,,,1797,1861,
"Sir_Henry_Beaumont,_2nd_Baronet",,,,,1638,1689,
"Sir_Henry_Bingham,_1st_Baronet",,,,,1573,1658,
"Sir_Henry_Bingham,_3rd_Baronet",,,,,1654,1714,
"Sir_Henry_Conway,_1st_Baronet",,,,,1630,1669,
"Sir_Henry_Fletcher,_1st_Baronet,_of_Clea_Hall",,,,,1727,1807,
"Sir_Henry_Fletcher,_3rd_Baronet,_of_Hutton_le_Forest",,,,,1661,1712,
"Sir_Henry_Goldney,_4th_Baronet",,,,,1886,1974,
"Sir_Henry_Halford,_2nd_Baronet",,,,,1797,1868,
"Sir_Henry_Harpur,_5th_Baronet",,,,,1708,1748,
"Sir_Henry_Jackson,_1st_Baronet",,,,,1875,1937,
"Sir_Henry_Lyttelton,_2nd_Baronet",,,,,1624,1693,
"Sir_Henry_Meux,_2nd_Baronet",,,,,1817,1883,
"Sir_Henry_Northcote,_5th_Baronet",,,,,1710,1743,
"Sir_Henry_Oxenden,_4th_Baronet",,,,,1690,1710,
"Sir_Henry_Peyton,_1st_Baronet",,,,,1736,1789,
"Sir_Henry_Peyton,_2nd_Baronet",,,,,1779,1854,
"Sir_Henry_Peyton,_3rd_Baronet",,,,,1804,1866,
"Sir_Henry_Robinson,_1st_Baronet",,,,,1857,1927,
"Sir_Henry_Webb,_1st_Baronet",,,,,1866,1940,
"Sir_Henry_Willoughby,_3rd_Baronet",,,,,1796,1865,
"Sir_Herbert_Croft,_9th_Baronet",,,,,1838,1902,
"Sir_Herbert_Lloyd,_1st_Baronet",,,,,1720,1769,
"Sir_Herbert_Mackworth,_1st_Baronet",,,,,1737,1791,
"Sir_Herbert_Pakington,_5th_Baronet",,,,,1701,1748,
"Sir_Herbert_Smith,_1st_Baronet",,,,,1872,1943,
"Sir_Herbert_Williams-Wynn,_7th_Baronet",,,,,1860,1944,
"Sir_Hew_Dalrymple,_2nd_Baronet",,,,,1712,1790,
"Sir_Howard_Elphinstone,_2nd_Baronet",,,,,1804,1893,
"Sir_Hugh_Acland,_5th_Baronet",,,,,1639,1714,
"Sir_Hugh_Acland,_6th_Baronet",,,,,1697,1728,
"Sir_Hugh_Cholmeley,_4th_Baronet",,,,,1632,1689,
"Sir_Hugh_Innes,_1st_Baronet",,,,,1764,1831,
"Sir_Hugh_Owen,_5th_Baronet",,,,,1731,1786,
"Sir_Hugh_Paterson,_2nd_Baronet",,,,,1685,23,
"Sir_Hugh_Shaw_Stewart,_8th_Baronet",,,,,1854,1942,
"Sir_Hugh_Stewart,_2nd_Baronet",,,,,1792,1854,
"Sir_Hyde_Parker,_8th_Baronet",,,,,1785,1856,
"Sir_Jacob_Downing,_4th_Baronet",,,,,1717,1764,
"Sir_James_Anderson,_1st_Baronet",,,,,1792,1861,
"Sir_James_Ashe,_2nd_Baronet",,,,,1674,1733,
"Sir_James_Clavering,_1st_Baronet",,,,,1620,1702,
"Sir_James_Cockburn,_9th_Baronet",,,,,1771,1852,
"Sir_James_Colquhoun,_3rd_Baronet,_of_Luss",,,,,1774,1836,
"Sir_James_Colquhoun,_4th_Baronet,_of_Luss",,,,,1804,1873,
"Sir_James_Corry,_1st_Baronet",,,,,1826,1891,
"Sir_James_Duncan,_1st_Baronet",,,,,1899,1974,
"Sir_James_Flower,_2nd_Baronet",,,,,1794,1850,
"Sir_James_Foulis,_7th_Baronet",,,,,1770,1842,
"Sir_James_Hogg,_1st_Baronet",,,,,1790,1876,
"Sir_James_Johnstone,_3rd_Baronet",,,,,1697,1772,
"Sir_James_Oxenden,_2nd_Baronet",,,,,1641,1708,
"Sir_James_Rushout,_1st_Baronet",,,,,1644,1698,
"Sir_James_Stronge,_3rd_Baronet",,,,,1811,1885,
"Sir_James_Walker,_2nd_Baronet",,,,,1829,1899,
"Sir_Jeremiah_Colman,_1st_Baronet",,,,,1859,1942,
"Sir_John_Acland,_1st_Baronet",,,,,1591,1647,
"Sir_John_Anderson,_1st_Baronet,_of_Harrold_Priory",,,,,1878,1963,
"Sir_John_Astley,_1st_Baronet",,,,,1778,1842,
"Sir_John_Astley,_2nd_Baronet",,,,,1687,1772,
"Sir_John_Baird,_2nd_Baronet",,,,,1686,1745,
"Sir_John_Barker,_4th_Baronet",,,,,1655,1696,
"Sir_John_Barlow,_2nd_Baronet",,,,,1898,1986,
"Sir_John_Barrington,_9th_Baronet",,,,,1752,1818,
